run,image_wake_score,image_wake_observed,uxmean_images,uxmean_slices
116,0.3560210565725962,true,4,Y-4;X-14;X-15;X-16
117,0.3468300700187683,true,4,Y-4;X-14;X-15;X-16
118,0.3560007860263189,true,4,Y-4;X-14;X-15;X-16
119,0.3539868493874868,true,4,Y-4;X-14;X-15;X-16
120,0.33614909152189887,true,4,Y-4;X-14;X-15;X-16
121,0.34865080316861474,true,4,Y-4;X-14;X-15;X-16
122,0.3515466203292211,true,4,Y-4;X-14;X-15;X-16
123,0.35888379315535224,true,4,Y-4;X-14;X-15;X-16
124,0.34799129267533624,true,4,Y-4;X-14;X-15;X-16
125,0.3448231518268585,true,4,Y-4;X-14;X-15;X-16
126,0.3577128052711487,true,4,Y-4;X-14;X-15;X-16
127,0.350676084558169,true,4,Y-4;X-14;X-15;X-16
128,0.3510897010564804,true,4,Y-4;X-14;X-15;X-16
129,0.3526856452226639,true,4,Y-4;X-14;X-15;X-16
130,0.36019415160020196,true,4,Y-4;X-14;X-15;X-16
131,0.351927121480306,true,4,Y-4;X-14;X-15;X-16
132,0.33989305794239044,true,4,Y-4;X-14;X-15;X-16
133,0.34871854881445563,true,4,Y-4;X-14;X-15;X-16
134,0.34301573038101196,true,4,Y-4;X-14;X-15;X-16
135,0.35838388899962104,true,4,Y-4;X-14;X-15;X-16
136,0.34030034144719445,true,4,Y-4;X-14;X-15;X-16
137,0.3529029885927836,true,4,Y-4;X-14;X-15;X-16
138,0.3525668432315191,true,4,Y-4;X-14;X-15;X-16
139,0.34885677198568976,true,4,Y-4;X-14;X-15;X-16
140,0.35446813205877936,true,4,Y-4;X-14;X-15;X-16
141,0.3821118424336115,true,4,Y-4;X-14;X-15;X-16
142,0.34470916291077935,true,4,Y-4;X-14;X-15;X-16
143,0.34355669716993964,true,4,Y-4;X-14;X-15;X-16
144,0.3483401437600454,true,4,Y-4;X-14;X-15;X-16
145,0.35135207076867425,true,4,Y-4;X-14;X-15;X-16
146,0.3505520621935526,true,4,Y-4;X-14;X-15;X-16
147,0.3455455402533213,true,4,Y-4;X-14;X-15;X-16
148,0.37942679723103845,true,4,Y-4;X-14;X-15;X-16
149,0.3494625886281332,true,4,Y-4;X-14;X-15;X-16
150,0.35253724455833435,true,4,Y-4;X-14;X-15;X-16
151,0.35309371848901117,true,4,Y-4;X-14;X-15;X-16
152,0.38439940909544623,true,4,Y-4;X-14;X-15;X-16
153,0.34806210796038306,true,4,Y-4;X-14;X-15;X-16
154,0.3449005136887232,true,4,Y-4;X-14;X-15;X-16
155,0.34405648708343506,true,4,Y-4;X-14;X-15;X-16
156,0.34394633273283637,true,4,Y-4;X-14;X-15;X-16
157,0.3540697246789932,true,4,Y-4;X-14;X-15;X-16
158,0.34131025771299994,true,4,Y-4;X-14;X-15;X-16
159,0.3388786961634954,true,4,Y-4;X-14;X-15;X-16
160,0.34834580620129907,true,4,Y-4;X-14;X-15;X-16
161,0.35110872983932495,true,4,Y-4;X-14;X-15;X-16
162,0.3438411752382914,true,4,Y-4;X-14;X-15;X-16
163,0.3473967661460241,true,4,Y-4;X-14;X-15;X-16
164,0.34460139771302545,true,4,Y-4;X-14;X-15;X-16
165,0.3480007996161779,true,4,Y-4;X-14;X-15;X-16
166,0.35239056746164954,true,4,Y-4;X-14;X-15;X-16
167,0.35786113142967224,true,4,Y-4;X-14;X-15;X-16
168,0.3494000732898712,true,4,Y-4;X-14;X-15;X-16
169,0.3460137049357096,true,4,Y-4;X-14;X-15;X-16
170,0.3431391716003418,true,4,Y-4;X-14;X-15;X-16
171,0.3851578583319982,true,4,Y-4;X-14;X-15;X-16
172,0.35515041152636206,true,4,Y-4;X-14;X-15;X-16
173,0.3826426019271215,true,4,Y-4;X-14;X-15;X-16
174,0.38391278187433875,true,4,Y-4;X-14;X-15;X-16
175,0.3438434898853302,true,4,Y-4;X-14;X-15;X-16
176,0.3598177284002304,true,4,Y-4;X-14;X-15;X-16
177,0.3673089941342672,true,4,Y-4;X-14;X-15;X-16
178,0.3768031944831213,true,4,Y-4;X-14;X-15;X-16
179,0.3490620503822962,true,4,Y-4;X-14;X-15;X-16
180,0.33987779915332794,true,4,Y-4;X-14;X-15;X-16
181,0.3394384731849035,true,4,Y-4;X-14;X-15;X-16
182,0.3503947754700979,true,4,Y-4;X-14;X-15;X-16
183,0.3419712036848068,true,4,Y-4;X-14;X-15;X-16
184,0.3630563020706177,true,4,Y-4;X-14;X-15;X-16
185,0.3388984054327011,true,4,Y-4;X-14;X-15;X-16
186,0.34217621882756555,true,4,Y-4;X-14;X-15;X-16
187,0.37315139174461365,true,4,Y-4;X-14;X-15;X-16
188,0.35754188895225525,true,4,Y-4;X-14;X-15;X-16
189,0.36037887136141455,true,4,Y-4;X-14;X-15;X-16
190,0.3776668608188629,true,4,Y-4;X-14;X-15;X-16
191,0.3724663952986399,true,4,Y-4;X-14;X-15;X-16
192,0.35704356928666436,true,4,Y-4;X-14;X-15;X-16
193,0.362161785364151,true,4,Y-4;X-14;X-15;X-16
194,0.3536730309327444,true,4,Y-4;X-14;X-15;X-16
195,0.3517526239156723,true,4,Y-4;X-14;X-15;X-16
196,0.371451790134112,true,4,Y-4;X-14;X-15;X-16
197,0.37124224503835046,true,4,Y-4;X-14;X-15;X-16
198,0.34649654726187384,true,4,Y-4;X-14;X-15;X-16
199,0.353202223777771,true,4,Y-4;X-14;X-15;X-16
200,0.3502361923456192,true,4,Y-4;X-14;X-15;X-16
201,0.35929346084594727,true,4,Y-4;X-14;X-15;X-16
202,0.35148817797501886,true,4,Y-4;X-14;X-15;X-16
203,0.3406952073176702,true,4,Y-4;X-14;X-15;X-16
204,0.381009096900622,true,4,Y-4;X-14;X-15;X-16
205,0.3872829874356588,true,4,Y-4;X-14;X-15;X-16
206,0.33981030682722724,true,4,Y-4;X-14;X-15;X-16
207,0.3466399163007736,true,4,Y-4;X-14;X-15;X-16
208,0.36445675790309906,true,4,Y-4;X-14;X-15;X-16
209,0.3407026926676432,true,4,Y-4;X-14;X-15;X-16
210,0.3551466266314188,true,4,Y-4;X-14;X-15;X-16
211,0.34485720098018646,true,4,Y-4;X-14;X-15;X-16
212,0.3440009454886118,true,4,Y-4;X-14;X-15;X-16
213,0.3424153576294581,true,4,Y-4;X-14;X-15;X-16
214,0.3421995540459951,true,4,Y-4;X-14;X-15;X-16
215,0.34202566246191657,true,4,Y-4;X-14;X-15;X-16
216,0.37500021855036414,true,4,Y-4;X-14;X-15;X-16
217,0.37941510478655494,true,4,Y-4;X-14;X-15;X-16
218,0.3497963696718216,true,4,Y-4;X-14;X-15;X-16
219,0.3684433698654175,true,4,Y-4;X-14;X-15;X-16
220,0.3769674847523371,true,4,Y-4;X-14;X-15;X-16
221,0.34530789156754815,true,4,Y-4;X-14;X-15;X-16
222,0.3581785559654236,true,4,Y-4;X-14;X-15;X-16
223,0.3498951494693756,true,4,Y-4;X-14;X-15;X-16
224,0.34697679678599036,true,4,Y-4;X-14;X-15;X-16
225,0.34473489721616113,true,4,Y-4;X-14;X-15;X-16
226,0.340437059601148,true,4,Y-4;X-14;X-15;X-16
227,0.3490713139375051,true,4,Y-4;X-14;X-15;X-16
228,0.38375222186247504,true,4,Y-4;X-14;X-15;X-16
229,0.3442392200231552,true,4,Y-4;X-14;X-15;X-16
230,0.3454762349526087,true,4,Y-4;X-14;X-15;X-16
231,0.34291665752728784,true,4,Y-4;X-14;X-15;X-16
232,0.37564513087272644,true,4,Y-4;X-14;X-15;X-16
233,0.3497479359308878,true,4,Y-4;X-14;X-15;X-16
234,0.3589025388161341,true,4,Y-4;X-14;X-15;X-16
235,0.3473763714234034,true,4,Y-4;X-14;X-15;X-16
236,0.3824052860339483,true,4,Y-4;X-14;X-15;X-16
237,0.3558925986289978,true,4,Y-4;X-14;X-15;X-16
238,0.35916968186696374,true,4,Y-4;X-14;X-15;X-16
239,0.34153202176094055,true,4,Y-4;X-14;X-15;X-16
240,0.34265541533629096,true,4,Y-4;X-14;X-15;X-16
241,0.35240791738033295,true,4,Y-4;X-14;X-15;X-16
242,0.3386556704839071,true,4,Y-4;X-14;X-15;X-16
243,0.34625618159770966,true,4,Y-4;X-14;X-15;X-16
244,0.351157416899999,true,4,Y-4;X-14;X-15;X-16
245,0.35502021511395776,true,4,Y-4;X-14;X-15;X-16
246,0.3564945856730143,true,4,Y-4;X-14;X-15;X-16
247,0.3474683612585068,true,4,Y-4;X-14;X-15;X-16
248,0.34446648756663,true,4,Y-4;X-14;X-15;X-16
249,0.3455555637677511,true,4,Y-4;X-14;X-15;X-16
250,0.3782188842693964,true,4,Y-4;X-14;X-15;X-16
251,0.35077094535032904,true,4,Y-4;X-14;X-15;X-16
252,0.3635778079430262,true,4,Y-4;X-14;X-15;X-16
253,0.354649489124616,true,4,Y-4;X-14;X-15;X-16
254,0.3548106998205185,true,4,Y-4;X-14;X-15;X-16
255,0.34576425453027093,true,4,Y-4;X-14;X-15;X-16
256,0.35002402464548743,true,4,Y-4;X-14;X-15;X-16
257,0.3495090752840042,true,4,Y-4;X-14;X-15;X-16
258,0.3466632068157196,true,4,Y-4;X-14;X-15;X-16
259,0.3690320551395416,true,4,Y-4;X-14;X-15;X-16
260,0.34037482738494873,true,4,Y-4;X-14;X-15;X-16
261,0.34345343708992004,true,4,Y-4;X-14;X-15;X-16
262,0.3650604536135992,true,4,Y-4;X-14;X-15;X-16
263,0.34499774376551307,true,4,Y-4;X-14;X-15;X-16
264,0.37977453569571173,true,4,Y-4;X-14;X-15;X-16
265,0.35875863333543145,true,4,Y-4;X-14;X-15;X-16
266,0.3475164522727331,true,4,Y-4;X-14;X-15;X-16
267,0.3482773005962372,true,4,Y-4;X-14;X-15;X-16
268,0.3405672460794449,true,4,Y-4;X-14;X-15;X-16
269,0.3572241266568502,true,4,Y-4;X-14;X-15;X-16
270,0.3448906342188517,true,4,Y-4;X-14;X-15;X-16
271,0.3483964304129282,true,4,Y-4;X-14;X-15;X-16
272,0.3476826250553131,true,4,Y-4;X-14;X-15;X-16
273,0.34731615583101905,true,4,Y-4;X-14;X-15;X-16
274,0.38033088545004523,true,4,Y-4;X-14;X-15;X-16
275,0.33805207908153534,true,4,Y-4;X-14;X-15;X-16
276,0.3640700429677963,true,4,Y-4;X-14;X-15;X-16
277,0.3545143554608027,true,4,Y-4;X-14;X-15;X-16
278,0.36435363690058387,true,4,Y-4;X-14;X-15;X-16
279,0.36810829738775885,true,4,Y-4;X-14;X-15;X-16
280,0.3888605982065201,true,4,Y-4;X-14;X-15;X-16
281,0.34714781741301215,true,4,Y-4;X-14;X-15;X-16
282,0.359450618426005,true,4,Y-4;X-14;X-15;X-16
283,0.3845570832490921,true,4,Y-4;X-14;X-15;X-16
284,0.3869556188583374,true,4,Y-4;X-14;X-15;X-16
285,0.34323231875896454,true,4,Y-4;X-14;X-15;X-16
286,0.348299965262413,true,4,Y-4;X-14;X-15;X-16
287,0.34269658724466956,true,4,Y-4;X-14;X-15;X-16
288,0.3378242154916128,true,4,Y-4;X-14;X-15;X-16
289,0.3740089684724808,true,4,Y-4;X-14;X-15;X-16
290,0.3476622998714447,true,4,Y-4;X-14;X-15;X-16
291,0.3476293583710989,true,4,Y-4;X-14;X-15;X-16
292,0.34939021368821466,true,4,Y-4;X-14;X-15;X-16
293,0.33575011789798737,true,4,Y-4;X-14;X-15;X-16
294,0.3457184433937073,true,4,Y-4;X-14;X-15;X-16
295,0.38511334359645844,true,4,Y-4;X-14;X-15;X-16
296,0.35279574493567145,true,4,Y-4;X-14;X-15;X-16
297,0.34358036021391547,true,4,Y-4;X-14;X-15;X-16
298,0.3502629200617472,true,4,Y-4;X-14;X-15;X-16
299,0.3467387855052948,true,4,Y-4;X-14;X-15;X-16
300,0.34392705063025153,true,4,Y-4;X-14;X-15;X-16
301,0.34053896864255273,true,4,Y-4;X-14;X-15;X-16
302,0.35219883918762207,true,4,Y-4;X-14;X-15;X-16
303,0.3475775818030039,true,4,Y-4;X-14;X-15;X-16
304,0.3614586343367895,true,4,Y-4;X-14;X-15;X-16
305,0.3770411560932795,true,4,Y-4;X-14;X-15;X-16
306,0.3752357612053553,true,4,Y-4;X-14;X-15;X-16
307,0.3482293287913004,true,4,Y-4;X-14;X-15;X-16
308,0.34796094397703803,true,4,Y-4;X-14;X-15;X-16
309,0.38664020101229346,true,4,Y-4;X-14;X-15;X-16
310,0.34728945295015967,true,4,Y-4;X-14;X-15;X-16
311,0.3736526668071747,true,4,Y-4;X-14;X-15;X-16
312,0.3479018211364746,true,4,Y-4;X-14;X-15;X-16
313,0.35944311817487085,true,4,Y-4;X-14;X-15;X-16
314,0.3531447649002075,true,4,Y-4;X-14;X-15;X-16
315,0.38570666313171387,true,4,Y-4;X-14;X-15;X-16
316,0.37387348214785254,true,4,Y-4;X-14;X-15;X-16
317,0.3439298371473948,true,4,Y-4;X-14;X-15;X-16
318,0.3353104988733927,true,4,Y-4;X-14;X-15;X-16
319,0.35397067169348395,true,4,Y-4;X-14;X-15;X-16
320,0.34497537215550744,true,4,Y-4;X-14;X-15;X-16
321,0.3730275183916092,true,4,Y-4;X-14;X-15;X-16
322,0.35320294400056207,true,4,Y-4;X-14;X-15;X-16
323,0.34038640558719635,true,4,Y-4;X-14;X-15;X-16
324,0.35159268478552497,true,4,Y-4;X-14;X-15;X-16
325,0.3487641463677088,true,4,Y-4;X-14;X-15;X-16
326,0.36885527769724524,true,4,Y-4;X-14;X-15;X-16
327,0.3770240445931753,true,4,Y-4;X-14;X-15;X-16
328,0.3373940040667852,true,4,Y-4;X-14;X-15;X-16
329,0.3417827934026718,true,4,Y-4;X-14;X-15;X-16
330,0.36818612118562066,true,4,Y-4;X-14;X-15;X-16
331,0.38465508818626404,true,4,Y-4;X-14;X-15;X-16
332,0.35987590750058496,true,4,Y-4;X-14;X-15;X-16
333,0.3430445690949758,true,4,Y-4;X-14;X-15;X-16
334,0.35079263647397363,true,4,Y-4;X-14;X-15;X-16
335,0.353685071070989,true,4,Y-4;X-14;X-15;X-16
336,0.37935538589954376,true,4,Y-4;X-14;X-15;X-16
337,0.36845419804255164,true,4,Y-4;X-14;X-15;X-16
338,0.35356859862804413,true,4,Y-4;X-14;X-15;X-16
339,0.38415307799975074,true,4,Y-4;X-14;X-15;X-16
340,0.3448419074217478,true,4,Y-4;X-14;X-15;X-16
341,0.33807396392027533,true,4,Y-4;X-14;X-15;X-16
342,0.3400692890087763,true,4,Y-4;X-14;X-15;X-16
343,0.3474159588416418,true,4,Y-4;X-14;X-15;X-16
344,0.34031561513741815,true,4,Y-4;X-14;X-15;X-16
345,0.3524336864550909,true,4,Y-4;X-14;X-15;X-16
346,0.3512922525405884,true,4,Y-4;X-14;X-15;X-16
347,0.34686236580212915,true,4,Y-4;X-14;X-15;X-16
348,0.35651628176371253,true,4,Y-4;X-14;X-15;X-16
349,0.3492033779621124,true,4,Y-4;X-14;X-15;X-16
350,0.33871320386727655,true,4,Y-4;X-14;X-15;X-16
351,0.37716287871201837,true,4,Y-4;X-14;X-15;X-16
352,0.3464714835087458,true,4,Y-4;X-14;X-15;X-16
353,0.3731672714153925,true,4,Y-4;X-14;X-15;X-16
354,0.36943192283312476,true,4,Y-4;X-14;X-15;X-16
355,0.3616795291503271,true,4,Y-4;X-14;X-15;X-16
356,0.37275543312231696,true,4,Y-4;X-14;X-15;X-16
357,0.34717809657255805,true,4,Y-4;X-14;X-15;X-16
358,0.34475871423880255,true,4,Y-4;X-14;X-15;X-16
359,0.3459272483984629,true,4,Y-4;X-14;X-15;X-16
360,0.3452642112970352,true,4,Y-4;X-14;X-15;X-16
361,0.34677750865618384,true,4,Y-4;X-14;X-15;X-16
362,0.3854369670152664,true,4,Y-4;X-14;X-15;X-16
363,0.3514308830102285,true,4,Y-4;X-14;X-15;X-16
364,0.35168311993281043,true,4,Y-4;X-14;X-15;X-16
365,0.3759202708800634,true,4,Y-4;X-14;X-15;X-16
366,0.36055166025956475,true,4,Y-4;X-14;X-15;X-16
367,0.3768100539843241,true,4,Y-4;X-14;X-15;X-16
368,0.3437922795613607,true,4,Y-4;X-14;X-15;X-16
369,0.35572500030199683,true,4,Y-4;X-14;X-15;X-16
370,0.3481576244036356,true,4,Y-4;X-14;X-15;X-16
371,0.34677781661351526,true,4,Y-4;X-14;X-15;X-16
372,0.3462307006120682,true,4,Y-4;X-14;X-15;X-16
373,0.34408063193162286,true,4,Y-4;X-14;X-15;X-16
374,0.3673677444458008,true,4,Y-4;X-14;X-15;X-16
375,0.3577894320090612,true,4,Y-4;X-14;X-15;X-16
376,0.34725103775660193,true,4,Y-4;X-14;X-15;X-16
377,0.36311831076939904,true,4,Y-4;X-14;X-15;X-16
378,0.37317823370297754,true,4,Y-4;X-14;X-15;X-16
379,0.34453919529914856,true,4,Y-4;X-14;X-15;X-16
380,0.34403005739053094,true,4,Y-4;X-14;X-15;X-16
381,0.362069254120191,true,4,Y-4;X-14;X-15;X-16
382,0.3786483357350031,true,4,Y-4;X-14;X-15;X-16
383,0.37158315877119696,true,4,Y-4;X-14;X-15;X-16
384,0.3579365611076355,true,4,Y-4;X-14;X-15;X-16
385,0.3491609344879786,true,4,Y-4;X-14;X-15;X-16
386,0.3504734287659327,true,4,Y-4;X-14;X-15;X-16
387,0.352478489279747,true,4,Y-4;X-14;X-15;X-16
388,0.37410006423791253,true,4,Y-4;X-14;X-15;X-16
389,0.3443691978851954,true,4,Y-4;X-14;X-15;X-16
390,0.35530663530031836,true,4,Y-4;X-14;X-15;X-16
391,0.3454461544752121,true,4,Y-4;X-14;X-15;X-16
392,0.3381874511639277,true,4,Y-4;X-14;X-15;X-16
393,0.3424451450506846,true,4,Y-4;X-14;X-15;X-16
394,0.3355673452218374,true,4,Y-4;X-14;X-15;X-16
395,0.3489955017964045,true,4,Y-4;X-14;X-15;X-16
396,0.34954857329527533,true,4,Y-4;X-14;X-15;X-16
397,0.3521981487671534,true,4,Y-4;X-14;X-15;X-16
398,0.3658656279246012,true,4,Y-4;X-14;X-15;X-16
399,0.3798428177833557,true,4,Y-4;X-14;X-15;X-16
400,0.369214211901029,true,4,Y-4;X-14;X-15;X-16
401,0.3476307690143585,true,4,Y-4;X-14;X-15;X-16
402,0.3536028365294138,true,4,Y-4;X-14;X-15;X-16
403,0.35013577838738763,true,4,Y-4;X-14;X-15;X-16
404,0.34336300690968835,true,4,Y-4;X-14;X-15;X-16
405,0.34875816106796265,true,4,Y-4;X-14;X-15;X-16
406,0.34492671986420953,true,4,Y-4;X-14;X-15;X-16
407,0.36977139115333557,true,4,Y-4;X-14;X-15;X-16
408,0.3459320912758509,true,4,Y-4;X-14;X-15;X-16
409,0.3594076087077459,true,4,Y-4;X-14;X-15;X-16
410,0.34356271723906195,true,4,Y-4;X-14;X-15;X-16
411,0.3477467944224676,true,4,Y-4;X-14;X-15;X-16
412,0.346897155046463,true,4,Y-4;X-14;X-15;X-16
413,0.34138357639312744,true,4,Y-4;X-14;X-15;X-16
414,0.3776817421118418,true,4,Y-4;X-14;X-15;X-16
415,0.3462575376033783,true,4,Y-4;X-14;X-15;X-16
416,0.3464354624350866,true,4,Y-4;X-14;X-15;X-16
417,0.3485209047794342,true,4,Y-4;X-14;X-15;X-16
418,0.356380358338356,true,4,Y-4;X-14;X-15;X-16
419,0.3622211366891861,true,4,Y-4;X-14;X-15;X-16
420,0.3802957087755203,true,4,Y-4;X-14;X-15;X-16
421,0.3781160612901052,true,4,Y-4;X-14;X-15;X-16
422,0.3568030347426733,true,4,Y-4;X-14;X-15;X-16
423,0.35437195996443427,true,4,Y-4;X-14;X-15;X-16
424,0.37449347476164496,true,4,Y-4;X-14;X-15;X-16
425,0.3599476863940557,true,4,Y-4;X-14;X-15;X-16
426,0.36587279538313544,true,4,Y-4;X-14;X-15;X-16
427,0.34473858277002967,true,4,Y-4;X-14;X-15;X-16
428,0.3718041181564331,true,4,Y-4;X-14;X-15;X-16
429,0.34474337100982666,true,4,Y-4;X-14;X-15;X-16
430,0.34659707049528754,true,4,Y-4;X-14;X-15;X-16
431,0.3479718863964081,true,4,Y-4;X-14;X-15;X-16
432,0.35053028662999475,true,4,Y-4;X-14;X-15;X-16
433,0.3540815462668737,true,4,Y-4;X-14;X-15;X-16
434,0.34361936151981354,true,4,Y-4;X-14;X-15;X-16
435,0.37571406861146295,true,4,Y-4;X-14;X-15;X-16
436,0.3649645745754242,true,4,Y-4;X-14;X-15;X-16
