run,geometry_observed,ood_score,mean_10_nn_parameter_distance,mean_all_parameter_distance
51,true,1.7893969917047123,1.7893969917047123,3.7488823164207283
52,true,2.309282868545322,2.309282868545322,4.768504835949298
53,true,1.6497577994800028,1.6497577994800028,4.207021978009715
54,true,1.9264315428222236,1.9264315428222236,4.375363995160352
55,true,1.4602410845533815,1.4602410845533815,4.296239310035959
56,true,2.00997154823524,2.00997154823524,4.3028316342666155
57,true,1.682830682672233,1.682830682672233,3.788080553087215
58,true,1.620887287124845,1.620887287124845,4.049923317465914
59,true,1.624696725696135,1.624696725696135,4.479079928660714
60,true,1.8290648944465844,1.8290648944465844,3.938631142580382
61,true,1.5688593528957715,1.5688593528957715,3.933310793887141
62,true,1.9165782635278668,1.9165782635278668,4.123295657796598
63,true,1.6877121111162885,1.6877121111162885,3.9226317047368986
64,true,1.8509594776263154,1.8509594776263154,4.377195316735396
65,true,1.5709692377174886,1.5709692377174886,4.025412137718886
66,true,1.5718055414874172,1.5718055414874172,3.9417203385067787
67,true,1.3692193227006528,1.3692193227006528,3.099839273305964
68,true,1.5374225220524156,1.5374225220524156,3.90330701058173
69,true,1.3286517771489355,1.3286517771489355,3.562948488606504
70,true,1.4225706735091213,1.4225706735091213,3.761488447899334
71,true,1.083451807365487,1.083451807365487,3.406889003487848
72,true,1.3799166377376035,1.3799166377376035,3.8555909942172644
73,true,1.3741014027201444,1.3741014027201444,3.173782952181643
74,true,1.5053233531809995,1.5053233531809995,4.1250857969598655
75,true,1.7506473635808342,1.7506473635808342,4.116616578952039
76,true,1.458204620468242,1.458204620468242,3.2634205245687276
77,true,1.8185581729849627,1.8185581729849627,3.8328932727908347
78,true,1.5531491381911433,1.5531491381911433,3.6420691452681724
79,true,1.4641335851408752,1.4641335851408752,3.4385044109216545
80,true,1.5853516582137321,1.5853516582137321,3.4828392403975132
81,true,1.5016173850537036,1.5016173850537036,4.126321204830208
82,true,1.231829270569848,1.231829270569848,3.8331919954302602
83,true,1.7429301423139887,1.7429301423139887,4.3377907657112695
84,true,1.4569497478590012,1.4569497478590012,3.694709947440542
85,true,1.907333589286227,1.907333589286227,4.385421965606942
86,true,1.5990679910368417,1.5990679910368417,4.0436722271511165
87,true,1.3852075134203237,1.3852075134203237,4.010298556134474
88,true,1.301818625756542,1.301818625756542,3.379433395623079
89,true,1.2342852884850912,1.2342852884850912,3.6087925765451954
90,true,1.5162832449183785,1.5162832449183785,3.9262912924427162
91,true,1.6079192889485596,1.6079192889485596,4.022377516778384
92,true,1.6336931969081878,1.6336931969081878,4.285207943492267
93,true,2.2213372481698133,2.2213372481698133,5.071586810401775
94,true,1.4467328890796982,1.4467328890796982,3.690955465678884
95,true,1.6308090897689795,1.6308090897689795,4.164440447719747
96,true,2.0062888892131014,2.0062888892131014,4.2199078502423575
97,true,1.4734040300026445,1.4734040300026445,3.6031866346525523
98,true,1.7609987934622708,1.7609987934622708,3.5560480013947338
99,true,1.2920265450446036,1.2920265450446036,3.6396381560843185
100,true,1.5577806476755307,1.5577806476755307,3.9738473715604945
101,true,1.5666692997826677,1.5666692997826677,3.827994554172128
102,true,1.503418391611525,1.503418391611525,3.9232942943165448
103,true,1.866972530233232,1.866972530233232,4.516924538014431
104,true,1.329272387419678,1.329272387419678,3.7686685166402043
105,true,1.7659789516467626,1.7659789516467626,4.603390267694349
106,true,1.513333885908281,1.513333885908281,3.8701484435678037
107,true,1.4019711644283679,1.4019711644283679,3.1959798186124897
108,true,1.384244101952318,1.384244101952318,3.5136350071822817
109,true,1.598152773354302,1.598152773354302,4.297062213695695
110,true,1.5537827299165634,1.5537827299165634,3.795912198655318
111,true,1.4990687886531358,1.4990687886531358,3.662523668905521
112,true,1.7059166438732767,1.7059166438732767,4.489260535982661
113,true,1.416561609923958,1.416561609923958,3.697305251714732
114,true,1.3424313110870458,1.3424313110870458,3.8253418961071306
115,true,1.9123890123640013,1.9123890123640013,4.035519602925534
116,true,1.773010513727894,1.773010513727894,4.518845115013138
117,true,1.8510929041365287,1.8510929041365287,4.258679591411199
118,true,1.5086183142581073,1.5086183142581073,4.050039795106349
119,true,1.4168010613617503,1.4168010613617503,3.570965617638404
120,true,1.8150002778042265,1.8150002778042265,4.294952446745636
121,true,1.6981522445303685,1.6981522445303685,4.106364615592783
122,true,1.8868375002086952,1.8868375002086952,4.38873749475354
123,true,1.6569146885490185,1.6569146885490185,4.107576147721832
124,true,1.6974542933906733,1.6974542933906733,4.066510216556818
125,true,1.5491074453582854,1.5491074453582854,4.011479978981576
126,true,1.5384045239015844,1.5384045239015844,3.82230289186579
127,true,1.4903642596825828,1.4903642596825828,3.32856181624478
128,true,1.6183935445201283,1.6183935445201283,3.9026798883704372
129,true,1.430622492729711,1.430622492729711,3.8516607805356546
130,true,1.643520267904035,1.643520267904035,4.264588000757018
131,true,1.8186863015363244,1.8186863015363244,4.388337954474262
132,true,1.3417771058965968,1.3417771058965968,4.084096813373756
133,true,1.5855573278009807,1.5855573278009807,3.9888205324798878
134,true,1.3160390736685117,1.3160390736685117,3.3206357088486844
135,true,1.9237306666996237,1.9237306666996237,4.781593657086239
136,true,1.3387125083778972,1.3387125083778972,3.524712033994034
137,true,1.4206716301610673,1.4206716301610673,3.1473648200263407
138,true,1.5661818161732375,1.5661818161732375,3.9958459703812617
139,true,1.8776698909096872,1.8776698909096872,4.513687443367072
140,true,1.6772516821164896,1.6772516821164896,3.681922263980017
141,true,1.4230269799494033,1.4230269799494033,3.550802190367728
142,true,1.4621891124779869,1.4621891124779869,3.2878100520751
143,true,1.434927239029477,1.434927239029477,3.1303910146268374
144,true,1.7492852055084573,1.7492852055084573,4.266224692621611
145,true,1.8142617004317614,1.8142617004317614,4.05907918866984
146,true,1.4361906507815738,1.4361906507815738,3.149397725635229
147,true,1.3405042799540927,1.3405042799540927,3.617573082841226
148,true,1.4960221740966344,1.4960221740966344,3.3071721483419756
149,true,1.587769545464882,1.587769545464882,3.762286353941433
150,true,1.5328195510695175,1.5328195510695175,3.7762772967098743
151,true,1.525584596798803,1.525584596798803,3.506494477078765
152,true,2.0290502850557472,2.0290502850557472,4.59474056522266
153,true,1.674808809207961,1.674808809207961,4.423064271390135
154,true,1.660721583580795,1.660721583580795,4.093659768445963
155,true,1.7033023050179217,1.7033023050179217,4.576473858905595
156,true,1.8431260481805576,1.8431260481805576,4.059210340326662
157,true,1.6617799057996314,1.6617799057996314,4.200185091833271
158,true,1.751472749570747,1.751472749570747,4.351711379334925
159,true,1.630941123885798,1.630941123885798,4.038355072561369
160,true,1.477996981966692,1.477996981966692,3.5577895723337556
161,true,1.6091362248455805,1.6091362248455805,3.777465268627914
162,true,1.9023111149479917,1.9023111149479917,4.449125378971031
163,true,1.5692527278034554,1.5692527278034554,3.943460799498046
164,true,2.0165650348331723,2.0165650348331723,4.827079504989251
165,true,1.4756260409626782,1.4756260409626782,3.4790884789314838
166,true,1.765067819369215,1.765067819369215,4.3575809754969566
167,true,1.968666423129207,1.968666423129207,4.806530587116946
168,true,1.441254724538593,1.441254724538593,3.3571999323196833
169,true,1.5294551218558556,1.5294551218558556,3.8964200472634847
170,true,1.632686892807427,1.632686892807427,4.1451942488544695
171,true,1.2764347510860659,1.2764347510860659,3.9586919360452653
172,true,1.5118139054815074,1.5118139054815074,3.650379136356431
173,true,1.3992759846553315,1.3992759846553315,3.7369280772726827
174,true,1.3266707170166816,1.3266707170166816,3.7848426023705275
175,true,1.488498974885008,1.488498974885008,3.6993479123093698
176,true,1.7686188210820286,1.7686188210820286,4.152237067358615
177,true,1.4336569886253003,1.4336569886253003,3.3859366885876008
178,true,1.4774675288050207,1.4774675288050207,3.7722946674496045
179,true,1.2598843489656582,1.2598843489656582,3.3668756694499806
180,true,1.9511579018962535,1.9511579018962535,4.119390079632346
181,true,1.6142815834751147,1.6142815834751147,4.162612081542571
182,true,1.6339558613447207,1.6339558613447207,3.771458579031521
183,true,1.691462833025458,1.691462833025458,4.272925601063628
184,true,1.6730207810808544,1.6730207810808544,3.880910999149458
185,true,1.580686358708466,1.580686358708466,3.94689074807866
186,true,1.703984694626201,1.703984694626201,4.500703769831264
187,true,1.39017741488616,1.39017741488616,3.275242323805824
188,true,1.5255931184870264,1.5255931184870264,3.9408541316271517
189,true,1.2731759202107171,1.2731759202107171,3.4274090911942574
190,true,1.4450729527376085,1.4450729527376085,4.257778215105246
191,true,1.3663790649339724,1.3663790649339724,3.2643450502058022
192,true,1.5977635909028203,1.5977635909028203,3.846389265143639
193,true,1.6187821445722879,1.6187821445722879,4.218166013830504
194,true,1.2768093904995577,1.2768093904995577,3.9482100817754326
195,true,1.3302452008629913,1.3302452008629913,3.5301269605395857
196,true,1.3768259080530505,1.3768259080530505,3.34753222820955
197,true,1.6308037461313194,1.6308037461313194,3.597480747663258
198,true,1.4473173876681946,1.4473173876681946,4.160570982383998
199,true,1.698859945411184,1.698859945411184,4.046620143608707
200,true,2.092319445083557,2.092319445083557,4.706548868021713
201,true,1.2878642769225557,1.2878642769225557,3.6135827076033644
202,true,1.5046112136192584,1.5046112136192584,3.4910459705936447
203,true,1.5784028711775087,1.5784028711775087,4.142574065458008
204,true,1.449223993374568,1.449223993374568,3.7066178941635473
205,true,1.4023548643502521,1.4023548643502521,4.1950033991508064
206,true,1.7659293532361748,1.7659293532361748,4.369807963744033
207,true,1.5795932756129072,1.5795932756129072,3.5126272416649815
208,true,1.4920479895665453,1.4920479895665453,3.6686007860465573
209,true,1.430814315188954,1.430814315188954,3.8971423613988754
210,true,1.4032800786398665,1.4032800786398665,3.9521825042895444
211,true,1.7241113150382485,1.7241113150382485,4.570427170986842
212,true,1.331555746545235,1.331555746545235,3.1786058575244023
213,true,1.4706606955700192,1.4706606955700192,3.44419218568043
214,true,1.5310881640190934,1.5310881640190934,3.8132245024288878
215,true,1.7213387359046322,1.7213387359046322,4.578378367913626
216,true,1.531687980500113,1.531687980500113,3.375077593523281
217,true,1.4646845206652388,1.4646845206652388,3.3473789469031967
218,true,1.502754253048365,1.502754253048365,3.578138938479329
219,true,1.2666702567098516,1.2666702567098516,3.1401111922234892
220,true,1.6346609392485156,1.6346609392485156,3.651500420376014
221,true,1.6917388993139255,1.6917388993139255,4.187951283343251
222,true,1.762639043619157,1.762639043619157,4.035365349386163
223,true,1.630651795962183,1.630651795962183,4.077008159680319
224,true,1.4186918970467592,1.4186918970467592,3.3371086661654816
225,true,1.9860321720179868,1.9860321720179868,4.402211078673647
226,true,1.4193351671580323,1.4193351671580323,3.595522326343532
227,true,1.4788378987303592,1.4788378987303592,3.8478466865948375
228,true,1.4789517578022864,1.4789517578022864,3.6494468663007282
229,true,1.3196590656353597,1.3196590656353597,4.182756735713919
230,true,1.2594321337975736,1.2594321337975736,3.7683955563516034
231,true,1.4418883948589767,1.4418883948589767,3.612297640443388
232,true,1.7810911379943657,1.7810911379943657,3.891206391345554
233,true,1.6388770901005458,1.6388770901005458,3.9721706158291514
234,true,1.3341526863053559,1.3341526863053559,3.601126813281968
235,true,1.5551106867702988,1.5551106867702988,3.6405799038860764
236,true,1.4773490485819527,1.4773490485819527,3.9761706448135774
237,true,1.5127150599732122,1.5127150599732122,3.683908548054631
238,true,1.5193867931045688,1.5193867931045688,3.9843098555583865
239,true,1.6474960940940815,1.6474960940940815,4.081018636595739
240,true,1.4787627784876005,1.4787627784876005,3.421542389176913
241,true,1.4466690787794565,1.4466690787794565,3.7867830158211837
242,true,1.4742719870183278,1.4742719870183278,3.9760727200506776
243,true,1.6184559704501111,1.6184559704501111,4.045217072412992
244,true,2.012624630146699,2.012624630146699,4.7698662423591225
245,true,1.3666806897391455,1.3666806897391455,4.087180572283866
246,true,1.2231877372146116,1.2231877372146116,4.02681623795392
247,true,1.4281133372401829,1.4281133372401829,4.096414598565276
248,true,1.5118507266175427,1.5118507266175427,3.7869217597047586
249,true,1.8646922827742967,1.8646922827742967,4.149717790233465
250,true,1.4568880969468727,1.4568880969468727,3.5275715972428068
251,true,1.7885070449424112,1.7885070449424112,3.6202985090741615
252,true,1.5761604217960012,1.5761604217960012,3.979728813912061
253,true,1.8884535604219441,1.8884535604219441,4.756034168891553
254,true,1.3854725431786492,1.3854725431786492,3.541793180953965
255,true,1.5634092293390327,1.5634092293390327,4.058433206016442
256,true,1.712897059583618,1.712897059583618,3.7837848609514264
257,true,1.3453022814819469,1.3453022814819469,3.4030472637086455
258,true,1.7506886682973222,1.7506886682973222,3.795711837933805
259,true,1.573909900272678,1.573909900272678,3.9499565254852556
260,true,1.4255626157986476,1.4255626157986476,3.7606668771138145
261,true,1.5640531668544082,1.5640531668544082,4.477926636146256
262,true,1.2929072929701366,1.2929072929701366,3.4005631775722076
263,true,1.5852808264354339,1.5852808264354339,3.2123028035211783
264,true,1.415264100409358,1.415264100409358,3.1599084329613687
265,true,1.4912956043498158,1.4912956043498158,3.554678125546315
266,true,1.9635891442248485,1.9635891442248485,4.134938876452722
267,true,1.543160821241698,1.543160821241698,3.616506496643573
268,true,1.7992999718217568,1.7992999718217568,4.133794004328868
269,true,1.9783090829105816,1.9783090829105816,4.573608357187377
270,true,1.2324962917335254,1.2324962917335254,2.963512871133029
271,true,2.0658388549421938,2.0658388549421938,4.457116840444852
272,true,1.3702147171394319,1.3702147171394319,3.2439214359484354
273,true,1.929893680254637,1.929893680254637,4.535385752519869
274,true,1.6640089097356998,1.6640089097356998,3.7073982460350683
275,true,1.3756489842048603,1.3756489842048603,3.841503261321753
276,true,1.5147437740285603,1.5147437740285603,3.840453323829047
277,true,1.5195497028918563,1.5195497028918563,3.698763544825648
278,true,1.5621248637731227,1.5621248637731227,3.3913350038075096
279,true,1.6099655068549867,1.6099655068549867,3.8716815897546764
280,true,1.190512599182044,1.190512599182044,3.880039425028463
281,true,1.4112553725167563,1.4112553725167563,3.758313929356346
282,true,1.7438215873241525,1.7438215873241525,4.145734964247106
283,true,1.3920747158303193,1.3920747158303193,3.719161667219829
284,true,1.3451803007960965,1.3451803007960965,3.767064094148237
285,true,1.2813724076867763,1.2813724076867763,3.754617620760507
286,true,1.7514658257955276,1.7514658257955276,4.321965454972766
287,true,1.4505832791562818,1.4505832791562818,3.3159488047893664
288,true,1.964490387810811,1.964490387810811,4.223261710404559
289,true,1.5869095951440357,1.5869095951440357,3.41881133235518
290,true,1.4737386431837085,1.4737386431837085,4.022346415508156
291,true,1.8319195189132926,1.8319195189132926,4.707881097803055
292,true,1.3729848575432864,1.3729848575432864,3.6173533999669227
293,true,1.9580605771396684,1.9580605771396684,4.282016383370361
294,true,1.4275329412281363,1.4275329412281363,3.4942892826036474
295,true,1.695957696269208,1.695957696269208,3.89279973836442
296,true,1.7175602917835158,1.7175602917835158,4.049120115914259
297,true,2.0393198532739207,2.0393198532739207,4.5581734707314085
298,true,1.2575670744252732,1.2575670744252732,3.059770166100042
299,true,1.489515090178933,1.489515090178933,3.9671771007957988
300,true,1.5813971038974706,1.5813971038974706,3.9419941916705343
301,true,1.7418082847659027,1.7418082847659027,4.038183804356725
302,true,1.5395003255250306,1.5395003255250306,4.006495391399913
303,true,1.7583540827675033,1.7583540827675033,4.113066838494202
304,true,1.272690875909428,1.272690875909428,3.6802763203842392
305,true,1.3854950787338907,1.3854950787338907,3.661869524964353
306,true,1.6006793053903672,1.6006793053903672,3.383612612826422
307,true,1.5991364980061227,1.5991364980061227,3.777100586711148
308,true,2.0153575680600353,2.0153575680600353,4.583708518098553
309,true,1.9493949695757788,1.9493949695757788,4.238552987356972
310,true,1.5919967705376323,1.5919967705376323,3.709109320872328
311,true,1.5843548914124965,1.5843548914124965,3.5456192412593674
312,true,1.413238410607534,1.413238410607534,3.672465309773166
313,true,1.4547576588156674,1.4547576588156674,4.054025187867071
314,true,1.699124039295338,1.699124039295338,4.594606060052904
315,true,1.3650155412026483,1.3650155412026483,3.496545069908438
316,true,1.5411591174365182,1.5411591174365182,3.749699747609708
317,true,1.238298340180521,1.238298340180521,3.051113755847939
318,true,1.9144442966848891,1.9144442966848891,4.692673960932498
319,true,1.5031449116504683,1.5031449116504683,3.804859532752375
320,true,1.672615864995017,1.672615864995017,3.8698779186503565
321,true,1.457937956176289,1.457937956176289,3.4518343257370927
322,true,1.756874239922358,1.756874239922358,4.01773954670625
323,true,1.6161645552460544,1.6161645552460544,3.7236829087213414
324,true,1.5365997225832653,1.5365997225832653,4.10655000002635
325,true,1.4836262568469911,1.4836262568469911,3.419566387423208
326,true,1.5983955610940046,1.5983955610940046,3.51439331100331
327,true,1.2170393770048604,1.2170393770048604,3.3612497216087562
328,true,1.543614196507575,1.543614196507575,3.541742102411004
329,true,1.6944332843856387,1.6944332843856387,3.8278883974778006
330,true,1.6709576589374202,1.6709576589374202,4.0586506977054455
331,true,1.3439577096720214,1.3439577096720214,3.66945558844034
332,true,1.551822825936339,1.551822825936339,3.64327766035966
333,true,1.6346947831930727,1.6346947831930727,3.8717608951284195
334,true,1.5626820495558313,1.5626820495558313,4.323958498765296
335,true,1.7473387079024036,1.7473387079024036,4.295609619453712
336,true,1.3495188220510645,1.3495188220510645,3.674924462798825
337,true,1.4402430629822165,1.4402430629822165,3.85193183034893
338,true,1.4357319429076596,1.4357319429076596,3.740682727329855
339,true,1.4306357398664542,1.4306357398664542,4.464331225078595
340,true,1.7323377865037688,1.7323377865037688,3.943682538474043
341,true,1.881865562203058,1.881865562203058,4.468956904297487
342,true,1.3966851227151482,1.3966851227151482,4.232846913366065
343,true,1.466135840254499,1.466135840254499,3.7336052566594975
344,true,1.3428766419182,1.3428766419182,3.586209580918887
345,true,1.4571093716544543,1.4571093716544543,3.820494908077694
346,true,1.3136272149577801,1.3136272149577801,3.040564541627838
347,true,1.5813477806999459,1.5813477806999459,3.589502100570865
348,true,1.4841310151695728,1.4841310151695728,3.7095789208807184
349,true,1.8245905716610071,1.8245905716610071,3.718362766130906
350,true,1.4477731522050523,1.4477731522050523,3.5812517688974457
351,true,1.6227670757916273,1.6227670757916273,3.800225239950953
352,true,1.5323896629815077,1.5323896629815077,4.045390184855502
353,true,1.7176117367433907,1.7176117367433907,3.8697912012784688
354,true,1.4848741087817285,1.4848741087817285,3.7484570160182797
355,true,1.7737307338837875,1.7737307338837875,4.335856486898491
356,true,1.3314859062903628,1.3314859062903628,3.4913071666554067
357,true,1.673372611913874,1.673372611913874,3.984368638497204
358,true,1.871755412653434,1.871755412653434,4.228374555412362
359,true,1.3299584054327251,1.3299584054327251,3.341026386926293
360,true,1.4529611071570252,1.4529611071570252,3.788896632562718
361,true,1.6467965299702776,1.6467965299702776,3.8600698707056282
362,true,1.6100841470105653,1.6100841470105653,4.15870499554287
363,true,1.5234493441783155,1.5234493441783155,3.9808699396158556
364,true,1.6527619700035985,1.6527619700035985,3.991246289225501
365,true,1.2012774721668553,1.2012774721668553,3.4315691047053107
366,true,1.4713041432864058,1.4713041432864058,3.507183392498813
367,true,1.425264960859607,1.425264960859607,3.674294414339645
368,true,1.4551655286106935,1.4551655286106935,3.0654153062832483
369,true,1.4473560682280495,1.4473560682280495,3.845383263340203
370,true,1.8501507769766092,1.8501507769766092,4.058666567582153
371,true,1.502167282389066,1.502167282389066,3.4532832748531224
372,true,1.5621700059656802,1.5621700059656802,4.007337916258039
373,true,1.3762907321569164,1.3762907321569164,3.432453142400082
374,true,1.7709283226857664,1.7709283226857664,3.884978623871526
375,true,1.811829528568731,1.811829528568731,4.210506981549323
376,true,1.8197610498760457,1.8197610498760457,3.8915658578451073
377,true,1.4535677426143327,1.4535677426143327,3.6753161653703907
378,true,1.6166247663712874,1.6166247663712874,3.3401366068834997
379,true,1.4869278540914936,1.4869278540914936,3.9676570441120576
380,true,1.4143944199154839,1.4143944199154839,4.385777496366048
381,true,1.4389711839784236,1.4389711839784236,3.4269175693720815
382,true,1.8941894462583668,1.8941894462583668,4.218332727141845
383,true,1.2778808626016882,1.2778808626016882,3.3212462646627925
384,true,1.480054795875954,1.480054795875954,3.777936684488486
385,true,1.8934845743509516,1.8934845743509516,4.613453895083935
386,true,1.7003360496336661,1.7003360496336661,4.365345618721074
387,true,1.4469271128664167,1.4469271128664167,3.1230290964554817
388,true,1.5113472196465378,1.5113472196465378,3.648544829453335
389,true,1.5686950883401258,1.5686950883401258,4.028431350700472
390,true,1.7036336347252465,1.7036336347252465,4.227966867251441
391,true,1.5814976361432738,1.5814976361432738,3.6783022551220106
392,true,1.5499234635378625,1.5499234635378625,3.651217841421992
393,true,1.5937259642087942,1.5937259642087942,3.5202730753887175
394,true,1.8163123139438966,1.8163123139438966,4.215568027224527
395,true,1.2944491728548218,1.2944491728548218,3.3499974337053
396,true,1.5708410422660564,1.5708410422660564,3.708484694073777
397,true,1.5169390640461131,1.5169390640461131,3.6783535594430825
398,true,1.3570970225944075,1.3570970225944075,3.4078188487724876
399,true,1.5274482177392728,1.5274482177392728,4.212579218605488
400,true,1.44405400717944,1.44405400717944,3.1446663928383263
401,true,1.2241571983830084,1.2241571983830084,3.7872859277955233
402,true,1.3194787018301852,1.3194787018301852,4.034832891896527
403,true,1.253364519447087,1.253364519447087,3.0100240806411405
404,true,1.7684924597456786,1.7684924597456786,3.9665236881171113
405,true,1.6420646863200268,1.6420646863200268,4.038661291510588
406,true,1.2494041360320156,1.2494041360320156,3.1862494890526665
407,true,1.3039157175562313,1.3039157175562313,3.5152490059894164
408,true,1.3983811053054258,1.3983811053054258,3.6365175300419055
409,true,1.7894967581705998,1.7894967581705998,4.527672613230798
410,true,1.6174344360754866,1.6174344360754866,4.143823407993336
411,true,1.9104325845813581,1.9104325845813581,4.328909400058235
412,true,1.5052970034886308,1.5052970034886308,3.79517993210204
413,true,1.6843204663658462,1.6843204663658462,3.7291704756342074
414,true,1.3711106652413387,1.3711106652413387,3.3614977453781356
415,true,1.3265883522853787,1.3265883522853787,3.954490868557078
416,true,1.714784060847229,1.714784060847229,4.093960951396613
417,true,1.2762124940746433,1.2762124940746433,3.4157915763084183
418,true,1.5772513514086177,1.5772513514086177,4.090482723350529
419,true,1.6557017835721812,1.6557017835721812,4.070424503584702
420,true,1.3803111943084654,1.3803111943084654,2.9027988031175127
421,true,1.471043510745189,1.471043510745189,3.363027124937417
422,true,1.9058825359917655,1.9058825359917655,4.541633127442881
423,true,1.7759746413316475,1.7759746413316475,4.161860534341669
424,true,1.4970796969341014,1.4970796969341014,3.3457092914191073
425,true,1.604821914372458,1.604821914372458,4.163129597410047
426,true,1.3434640465023029,1.3434640465023029,3.503183384020432
427,true,1.7909283250908867,1.7909283250908867,4.432529711520907
428,true,1.4305848548281015,1.4305848548281015,4.195801250270497
429,true,1.6605872449592112,1.6605872449592112,3.763321063454855
430,true,1.62734775393244,1.62734775393244,4.28413142439014
431,true,1.6746881091338206,1.6746881091338206,4.256537428696876
432,true,1.9589219363272359,1.9589219363272359,4.326568498709326
433,true,1.3108825360670564,1.3108825360670564,4.009813966445045
434,true,1.779504068348248,1.779504068348248,4.372322060148389
435,true,1.6038841723346688,1.6038841723346688,3.618920113664016
436,true,1.678092298868299,1.678092298868299,4.067670743448085
437,true,1.5746553695993313,1.5746553695993313,4.056648307546258
438,true,1.9596110339421835,1.9596110339421835,4.415420741474174
439,true,1.495554959065674,1.495554959065674,3.3940441996234862
440,true,1.913961770672302,1.913961770672302,4.106746031964286
441,true,1.461464772827889,1.461464772827889,3.6542318604654933
442,true,1.635348397554095,1.635348397554095,4.249447678472901
443,true,1.2950917733519398,1.2950917733519398,3.412594652155775
444,true,1.635286942730621,1.635286942730621,4.103960566287238
445,true,1.4686600363315807,1.4686600363315807,3.833666096754398
446,true,1.7457794936490771,1.7457794936490771,4.140389783324262
447,true,1.4192035489510444,1.4192035489510444,3.4005922109735436
448,true,1.4497408750842735,1.4497408750842735,3.573785168875676
449,true,1.3444367828555284,1.3444367828555284,3.30715059102383
450,true,2.013158797782876,2.013158797782876,4.781842804774659
451,true,1.5275066868860012,1.5275066868860012,3.833606172043597
452,true,1.4574025725300443,1.4574025725300443,3.8680726487954726
453,true,1.609782806681718,1.609782806681718,3.5168056761934223
454,true,1.7319480829873648,1.7319480829873648,3.8170177774318796
455,true,1.89925704317932,1.89925704317932,4.49547905196923
456,true,1.5736728381265512,1.5736728381265512,4.122117079187223
457,true,1.4300190066152716,1.4300190066152716,3.388253713848369
458,true,1.6597934478648404,1.6597934478648404,4.042290607193892
459,true,1.4056803744462627,1.4056803744462627,3.727881645754546
460,true,1.328296727289158,1.328296727289158,3.4518036375603307
461,true,1.4930137915404198,1.4930137915404198,3.5642820409055007
462,true,1.7109121661225775,1.7109121661225775,4.228514239163537
463,true,1.7859262258814865,1.7859262258814865,4.180430220841022
464,true,1.4534157795067315,1.4534157795067315,3.1388569753476006
465,true,1.413941898026954,1.413941898026954,3.4979545049556617
