run,body-length,body-height,body-width,front-arc-diameter,slant-angle-length,slant-angle-height,slant-surface-length,slant-angle-degrees
60,1117.434869739479,311.6132264529058,499.19839679358716,219.3186372745491,187.87662862776375,90.55141904690495,208.55979256784573,25.732800649844137
61,989.9799599198396,266.02204408817636,450.3006012024048,160.4809619238477,196.79697009986666,190.55200134263717,273.9326790585092,44.07633843805257
62,1074.9498997995993,261.07214428857714,316.4328657314629,160.16032064128257,159.4001539283583,57.726800430748604,169.53109614568,19.907865270074527
63,1099.7995991983967,250.39078156312624,303.60721442885773,211.78356713426854,164.2034147210291,170.32287591640127,236.5853830364,46.047989971840614
64,1158.316633266533,269.40881763527057,469.93987975951904,236.7935871743487,87.6943320949157,81.77274197514221,119.9044503415388,42.99876087999711
65,1087.7755511022044,251.0420841683367,461.52304609218436,200.8817635270541,233.5076061581363,156.58233789103346,281.14734690749805,33.84447439218749
66,896.9939879759519,305.6212424849699,457.1142284569138,173.7875751503006,96.27158351039925,124.13940088669287,157.09490330404364,52.20599607554844
67,914.629258517034,296.63326653306615,398.59719438877755,213.06613226452907,161.8017843246937,155.81897466740193,224.6316324052673,43.92088536256765
68,990.7815631262525,300.9318637274549,354.90981963927857,188.69739478957916,192.67988942043453,30.24572438001304,195.0393386738752,8.921145714786018
69,917.0340681362725,293.6372745490982,300.80160320641284,214.50901803607212,201.2571408359181,104.67363868408852,226.85018706806412,27.478896625360846
70,985.9719438877755,282.565130260521,429.45891783567134,223.32665330661322,81.51871107576753,106.96372835498315,134.48620538573124,52.688414319883584
71,884.1683366733466,259.7695390781563,368.5370741482966,222.20440881763525,178.95628715566085,97.04000644777308,203.57336653875717,28.469000547386678
72,1137.4749498997996,261.85370741482967,437.0741482965932,213.86773547094188,90.43905254787043,124.52108249850865,153.89841523666468,54.00927963878294
73,974.7494989979959,292.2044088176353,354.10821643286573,172.98597194388776,180.3286473821382,109.63549963769354,211.04114254684615,31.29859965655291
74,1028.4569138276552,306.14228456913827,343.687374749499,178.43687374749499,234.87996638461368,184.82677716540059,298.88047136971977,38.19916682108683
75,1172.745490981964,261.4629258517034,455.5110220440881,223.0060120240481,238.99704706404583,131.77303312300833,272.91705839644976,28.87051490545291
76,981.9639278557114,290.64128256513027,302.00400801603206,199.91983967935872,175.18229653284806,128.71958022848213,217.38805706091435,36.30751737298384
77,1163.12625250501,274.09819639278555,392.1843687374749,239.83967935871743,165.23268489088713,182.15500588269018,245.93146672269106,47.78884878260774
78,1179.9599198396793,291.1623246492986,309.2184368737475,202.64529058116233,169.00667551369992,157.34570111466502,230.91324350815947,42.95362146198127
79,956.312625250501,302.10420841683367,378.1563126252505,198.6372745490982,123.03260792670798,71.46733845611638,142.2835305973539,30.15150190582235
80,1038.0761523046092,296.37274549098197,465.5310621242485,233.26653306613224,184.10263800495096,145.5135711483761,234.66567859134307,38.32262317865003
81,848.8977955911823,285.3006012024048,333.6673346693387,230.22044088176352,237.96777689418775,161.16251723282275,287.4056711353862,34.107629871408285
82,819.2384769539078,258.72745490981964,421.44288577154305,178.59719438877755,217.72546355364653,142.4601182538499,260.19081992366904,33.19715633482356
83,1103.006012024048,290.1202404809619,315.2304609218437,161.44288577154308,137.78548036133972,216.12466933429386,256.3097955468401,57.4813577191937
84,837.6753507014027,298.4569138276553,346.8937875751503,212.26452905811624,107.59355537883756,127.95621700485059,167.1800425566742,49.94078693773689
85,1104.6092184368738,263.5470941883768,312.8256513026052,177.47494989979958,80.4894409059095,73.75742812701101,109.1728368288426,42.500945766179946
86,939.4789579158316,294.1583166332665,440.68136272545087,163.36673346693388,101.76102441630874,62.30697977253786,119.3208524049004,31.478605120826284
87,1160.7214428857715,256.64328657314627,449.09819639278555,220.28056112224448,104.50574486926348,161.92588045645428,192.7211495199152,57.16210625086534
88,1086.9739478957915,304.05811623246495,374.94989979959917,186.77354709418836,118.22934713403718,128.33789861666637,174.49583016531483,47.34764830566128
89,891.3827655310621,262.89579158316633,383.36673346693385,234.22845691382764,188.90589879762177,82.15442358695799,205.99705802618305,23.5040303833423
90,898.5971943887776,251.43286573146293,443.0861723446894,238.5571142284569,128.86513888923682,151.23879532561267,198.69423049621963,49.5668768546556
91,1184.7695390781564,282.8256513026052,424.6492985971944,190.46092184368737,194.39533970353125,213.8345796633992,288.98923086903073,47.72627178293003
92,1037.2745490981963,257.5551102204409,384.1683366733467,163.84769539078155,237.2815967809491,186.35350361266367,301.71208871974613,38.14497657318346
93,816.8336673346694,250.26052104208418,312.02404809619236,199.75951903807615,81.86180113238687,35.20758533361807,89.11188781336895,23.271845918554604
94,1038.877755511022,301.1923847695391,468.7374749498998,171.38276553106212,220.12709394998194,116.88745026219321,249.23605983015554,27.96829464543341
95,856.9138276553106,295.8517034068136,344.4889779559118,239.0380761523046,98.33012385011531,164.5976517391647,191.73210533039676,59.14603685363078
96,805.6112224448898,285.82164328657313,496.39278557114227,235.67134268537075,108.27973549207624,137.4982573002449,175.0150618627961,51.7796045012802
97,983.5671342685371,270.4509018036072,423.44689378757516,195.11022044088176,184.44572806157032,38.642719839960016,188.45022259682366,11.832737180413588
98,823.2464929859719,281.52304609218436,491.18236472945887,194.1482965931864,169.34976557031925,103.14691223682543,198.28925488465947,31.344599559269856
99,1094.9899799599198,262.50501002004006,335.2705410821643,217.71543086172343,135.72694002162365,177.19314492908515,223.20217932962302,52.54849837753929
100,1052.5050100200401,313.5671342685371,367.3346693386774,179.8797595190381,148.07818205991998,207.7276738743469,255.103772013308,54.51691857091105
101,987.5751503006012,291.55310621242484,487.17434869739475,183.08617234468937,222.8718144029367,66.50547750251135,232.5829404601595,16.61522800470459
102,1078.9579158316633,298.84769539078155,372.94589178356716,166.57314629258516,127.49277866275943,201.23908647347878,238.22589812157628,57.64415322101592
103,936.2725450901803,282.6953907815631,313.62725450901803,167.374749498998,79.80326079267081,53.528302700775114,96.09286978318859,33.85186466164804
104,854.5090180360721,295.33066132264526,440.2805611222445,174.10821643286573,208.80512208154363,172.99464719911165,271.1581217058295,39.64168375361859
105,872.1442885771543,282.0440881763527,477.15430861723445,209.85971943887776,85.29270169858029,32.154132439091896,91.15225282983225,20.65572766871191
106,947.4949899799599,293.89779559118233,477.55511022044084,185.49098196392785,140.53020081429446,43.60458079356505,147.13971865913183,17.238394894160518
107,927.4549098196393,301.9739478957916,433.46693386773546,181.80360721442887,179.29937721228018,108.10877319043047,209.36994414063227,31.087926167743504
108,875.3507014028056,289.59919839679355,370.94188376753505,216.75350701402806,196.4538800432473,63.833706219800945,206.5644428109602,18.000519998872818
109,1074.1482965931864,295.7214428857715,488.37675350701403,178.9178356713427,232.47833598827827,41.69617273448619,236.18794957529673,10.168178675211331
110,811.2224448897796,285.56112224448896,350.1002004008016,170.1002004008016,167.9774053438419,69.17724878522175,181.6642520022633,22.383075308379077
111,847.2945891783567,273.8376753507014,442.685370741483,208.2565130260521,193.02297947705387,190.1703197308214,270.9660884921248,44.57347285320454
112,1183.9679358717435,257.2945891783567,348.89779559118233,197.99599198396794,99.016303963354,42.45953595811773,107.73597655538286,23.210310925765356
113,1091.7835671342687,259.1182364729459,415.83166332665326,177.79559118236472,113.08299628474705,79.4826523042476,138.22176408241225,35.10223540323885
114,901.8036072144289,263.937875751503,367.73547094188376,234.70941883767534,180.67173743875753,56.58175559530129,189.32451445965933,17.3892182715474
115,1082.9659318637273,310.18036072144287,303.2064128256513,163.2064128256513,165.91886500412582,83.68115003422108,185.826813553123,26.76408522460919
116,824.8496993987976,274.749498997996,311.62324649298597,179.3987975951904,85.97888181181898,56.96343720711706,103.13680863813804,33.52559770489873
117,1004.4088176352705,255.8617234468938,307.61523046092185,233.9078156312625,90.78214260448978,126.04780894577173,155.33656219928292,54.23781516199573
118,1061.322645290581,250.65130260521042,420.64128256513027,164.6492985971944,216.3531033271692,169.55951269276972,274.88014417906993,38.086387338907
119,941.8837675350701,292.59519038076155,396.5931863727455,219.47895791583164,212.23602264773706,58.108482042564376,220.04709721925846,15.31187352449342
120,1150.3006012024048,303.6673346693387,474.3486973947896,221.40280561122245,80.14635084929016,112.68895253221972,138.2831789382439,54.57889793254909
121,812.8256513026053,275.2705410821643,314.42885771543087,202.8056112224449,88.38051220815437,131.00966989937677,158.03369433547832,55.99598014099547
122,1191.1823647294589,266.4128256513026,322.0440881763527,180.36072144288576,217.03928344040787,42.07785434630196,221.08052013398716,10.971937369836573
123,853.7074148296593,306.27254509018036,311.2224448897796,186.13226452905812,213.26529281759508,64.97875105524827,222.94466400718028,16.945196070335722
124,969.939879759519,272.01402805611224,337.2745490981964,227.01402805611224,170.37903574017727,27.57395309730264,172.59588265414922,9.192977773879537
125,1031.6633266533065,301.06212424849696,358.51703406813624,220.92184368737475,86.32197186843833,179.86491621179556,199.50656859144186,64.36240860679253
126,1062.9258517034068,295.2004008016032,321.2424849699399,224.44889779559117,157.34161358864225,51.619894641696256,165.5928648508064,18.16338487832453
127,1022.8456913827655,269.6693386773547,411.42284569138275,167.05410821643287,157.6847036452616,163.83428851553313,227.38984114749923,46.09574336441724
128,1173.5470941883768,260.42084168336675,358.11623246492985,164.48897795591182,120.63097753037259,125.28444572214019,173.91959372030843,46.08408113003279
129,1143.0861723446894,257.4248496993988,331.2625250501002,222.36472945891782,139.15784058781708,172.6129655872959,221.72086163892044,51.12478956973267
130,1100.6012024048096,289.85971943887773,326.4529058116232,199.11823647294588,230.41979564856223,210.3994451570573,312.0275769048671,42.39962826929613
131,966.7334669338677,297.5450901803607,416.63326653306615,214.02805611222445,76.71545028309673,37.87935661632847,85.55761783620015,26.278519033311035
132,869.7394789579158,291.29258517034066,459.1182364729459,221.24248496993988,91.12523266110912,182.91836910632173,204.35982429053374,63.51869329869486
133,834.4689378757515,277.0941883767535,396.9939879759519,223.64729458917836,193.36606953367323,36.73431178088116,196.8244052675286,10.756468119288696
134,948.2965931863728,263.8076152304609,439.0781563126252,201.20240480961922,113.42608634136639,123.7577192748771,167.87331575577576,47.49420479888936
135,929.8597194388777,314.08817635270543,461.1222444889779,160.32064128256513,245.51575813981333,193.9871358489791,312.90413287436394,38.31300106867084
136,1129.4589178356714,270.19038076152304,415.0300601202405,206.3326653306613,99.70248407659268,110.39886286132509,148.75649314270916,47.91444441368841
137,949.0981963927856,260.6813627254509,381.3627254509018,193.82765531062125,134.01148973852696,126.81117216940328,184.4997365009429,43.41868397599955
138,868.937875751503,252.73547094188376,457.9158316633266,161.2825651302605,195.42460987338927,144.75020792474456,243.1941628378921,36.52719651756013
139,1164.7294589178357,271.3627254509018,310.42084168336675,227.33466933867734,75.6861801132387,87.4979661523788,115.69050065124809,49.14002998799897
140,1175.1503006012024,260.94188376753505,456.7134268537074,173.3066132264529,172.43757607989332,103.91027546045697,201.32576335525724,31.073018772188156
141,977.9559118236473,300.0200400801603,315.6312625250501,197.83567134268537,203.6587712322535,163.0709252919016,260.90040585516215,38.68448636026447
142,984.3687374749499,303.01603206412824,404.20841683366734,172.8256513026052,132.63912951204958,124.90276411032441,182.19176479773614,43.279395147408664
143,1068.5370741482966,288.94789579158316,399.7995991983968,195.27054108216433,131.9529493988109,165.36101496279622,211.55577544603045,51.41122104715732
144,968.3366733466934,261.2024048096192,384.9699398797595,234.8697394789579,231.7921558750396,40.551127899038875,235.31255278688997,9.9232476170155
145,820.0400801603206,313.3066132264529,407.815631262525,206.65330661322645,197.82624026972468,52.3832578653278,204.64414734812297,14.831213302783418
146,1113.426853707415,288.16633266533063,403.8076152304609,196.07214428857714,166.94813517398384,169.17783108095395,237.6821793221498,45.38006671335954
147,943.4869739478958,276.8336673346693,415.43086172344687,219.6392785571142,102.44720452954743,180.24659782361132,207.32647139935028,60.38729210147818
148,1145.4909819639279,277.61523046092185,342.0841683366733,184.3687374749499,185.131908174809,130.627988287561,226.5777896187115,35.206569577958284
149,1026.8537074148296,259.37875751503003,404.60921843687373,203.60721442885773,105.87810509574085,59.63520848982746,121.51761695445617,29.39012583123152
150,903.4068136272545,287.25450901803606,382.96593186372746,184.52905811623248,230.07670559194287,55.436710759853966,236.66119106417355,13.547124802811586
151,970.7414829659318,262.63527054108215,306.813627254509,213.38677354709418,159.05706387173896,159.63579078555964,225.35025020449703,45.10404554956195
152,815.2304609218437,251.30260521042084,451.10220440881767,236.31262525050101,243.80030785671659,153.14720338469152,287.91084733920997,32.13566491399105
153,1148.6973947895792,269.5390781563126,497.9959919839679,204.24849699398797,231.1059757618009,198.56731519076837,304.6948484876042,40.66932297405848
154,1198.3967935871742,250.7815631262525,375.3507014028056,219.95991983967934,103.47647469940546,126.4294905575875,163.37624337359395,50.701320088947845
155,1155.9118236472946,283.0861723446894,449.498997995992,178.27655310621242,83.92034147210292,35.58926694543384,91.1549210657752,22.98101970106098
156,969.1382765531062,251.95390781563125,471.9438877755511,185.33066132264528,110.68136588841165,187.498548448111,217.72935131734786,59.44642604719486
157,1123.8476953907816,268.49699398797594,304.40881763527057,226.85370741482967,129.89440905909484,203.14749453255763,241.12540728771614,57.404771095403134
158,961.1222444889779,261.98396793587176,383.7675350701403,180.2004008016032,77.4016303963354,47.039715299906995,90.57453948824259,31.2885337156535
159,994.7895791583167,278.9178356713427,473.14629258517033,217.875751503006,75.00000000000001,154.29224822013884,171.5549412311547,64.07605253353819
160,928.2565130260521,278.7875751503006,380.56112224448896,195.91182364729457,128.52204883261746,204.29253936800495,241.3573257176205,57.82567803099548
161,818.436873747495,303.7975951903808,377.75551102204406,168.49699398797594,147.39200194668132,162.30756206827004,219.2444912475473,47.75731356677135
162,1119.0380761523047,263.4168336673347,477.9559118236473,209.53907815631263,237.62468683756845,34.44422210998653,240.10809280699925,8.247705099775116
163,831.2625250501002,253.64729458917836,469.5390781563126,228.937875751503,176.55465675932544,156.2006562792177,235.73330661037596,41.499688876284
164,1135.0701402805612,313.1763527054108,325.250501002004,230.54108216432866,83.23416135886424,203.5291761443734,219.89099835855222,67.75767453079125
165,870.5410821643286,294.4188376753507,364.92985971943887,235.19038076152304,150.4798124562554,143.60516308929724,208.00629034424284,43.660874566793424
166,881.7635270541082,252.86573146292585,470.34068136272543,207.29458917835672,235.22305644123304,50.85653141806471,240.65800021904965,12.199885153271726
167,824.0480961923847,302.36472945891785,301.60320641282567,176.0320641282565,102.79029458616677,35.97094855724961,108.90249676301845,19.287238268291414
168,1010.8216432865731,289.20841683366734,447.4949899799599,162.2444889779559,153.56762296582946,102.76523062500965,184.7801597812562,33.789865276497984
169,993.9879759519038,281.78356713426854,385.3707414829659,239.35871743486973,111.36754600165034,194.75049907261064,224.344572458218,60.2370363923224
170,953.1062124248497,293.7675350701403,414.22845691382764,232.46492985971943,209.148212138163,26.04722665003955,210.763926364899,7.0990395660614585
171,863.3266533066133,272.2745490981964,423.84769539078155,170.74148296593185,238.3108669508071,159.25410917374387,286.62508717062434,33.7533040198305
172,980.3607214428857,267.5851703406814,412.2244488977956,238.71743486973946,204.00186128887287,167.65110463369086,264.0523665756876,39.4137636822859
173,808.0160320641282,263.67735470941886,433.86773547094185,190.14028056112224,220.81327406322066,129.86462506392945,256.1704956577044,30.460621996253128
174,904.2084168336673,294.67935871743487,374.5490981963928,176.9939879759519,241.74176751700054,145.89525276019188,282.3552849517852,31.111692876048245
175,874.5490981963928,268.62725450901803,441.8837675350701,239.67935871743487,146.3627317768233,164.21597012734892,219.9748487851297,48.28995751636105
176,1097.3947895791584,252.21442885771543,316.03206412825654,207.93587174348698,137.4423903047204,48.94812335898585,145.89835308543272,19.602622845954983
177,1103.807615230461,262.37474949899797,403.0060120240481,197.35470941883767,205.0311314587309,84.44451325785262,221.74002950888917,22.38489684168565
178,846.4929859719439,265.6312625250501,410.2204408817635,220.44088176352705,214.63765304407247,173.75801042274318,276.15424727919316,38.9915939105748
179,999.5991983967936,267.1943887775551,357.314629258517,218.19639278557113,111.024455945031,119.17753993308783,162.87945187282793,47.02840173741108
180,1165.5310621242484,306.40280561122245,450.7014028056112,226.37274549098197,119.9447974171339,187.88023005992676,222.90297278145104,57.44539311657235
181,976.3527054108216,276.7034068136272,475.55110220440883,233.10621242484967,78.0878105095741,100.8568225659308,127.55314503482381,52.251379906110195
182,1138.2765531062123,267.064128256513,435.0701402805611,185.81162324649299,168.3204954004612,203.91085775618916,264.40769104305855,50.461650073856134
183,961.9238476953908,312.78557114228454,444.689378757515,194.78957915831663,225.61653485589142,31.772450827276128,227.84272960081773,8.015966062525955
184,1114.2284569138276,266.15230460921845,455.11022044088173,167.53507014028057,149.10745222977803,57.34511881893283,159.75448338877086,21.036205101098705
185,913.8276553106213,314.8697394789579,460.32064128256513,181.6432865731463,102.10411447292809,122.61267443942978,159.55913676593516,50.214598131609016
186,1073.3466933867735,275.66132264529057,424.24849699398794,164.1683366733467,245.17266808319397,27.192271485486867,246.67601586610002,6.328848645063755
187,1080.561122244489,298.5871743486974,352.50501002004006,191.74348697394788,143.61801132386853,84.82619486966838,166.7981310227719,30.567695225952452
188,935.4709418837675,280.87174348697397,344.08817635270543,232.1442885771543,209.83439225140165,196.6589071316895,287.58511422837165,43.14354751025967
189,1064.5290581162326,286.2124248496994,348.09619238476955,221.0821643286573,186.84735845790573,66.88715911432712,198.45862898116178,19.69622708676704
190,840.0801603206413,254.55911823647295,448.69739478957916,191.58316633266531,242.4279476302392,168.03278624550663,294.96834922689266,34.72678377971381
191,1146.2925851703408,269.92985971943887,398.99799599198394,203.92785571142284,190.27825902409913,91.3147822705365,211.05498174257258,25.636409114244024
192,1147.8957915831663,273.186372745491,323.24649298597194,162.7254509018036,126.80659854952074,105.05532029590428,164.67098638853886,39.64069084099563
193,930.6613226452905,259.248496993988,323.64729458917833,204.40881763527054,224.93035474265275,202.0024496971103,302.3221033406079,41.92595312279998
194,810.4208416833667,296.7635270541082,391.78356713426854,187.73547094188376,211.5498425344984,192.07872778990026,285.74039536921913,42.23818233092528
195,1098.196392785571,287.12424849699397,387.7755511022044,212.10420841683367,173.46684624975134,46.27635207627545,179.53341613561045,14.937130008649659
196,1063.7274549098197,257.03406813627254,431.06212424849696,203.7675350701403,158.02779370188094,79.10097069243182,176.7194022929265,26.590301742699342
197,1008.4168336673347,266.5430861723447,497.1943887775551,220.76152304609218,160.77251415483568,81.39106036332645,180.2007381081817,26.85080622262571
198,1111.8236472945891,277.48496993987976,386.9739478957916,173.62725450901803,234.19378627137502,37.4976750045127,237.1767382330454,9.096638596740659
199,1126.25250501002,251.6933867735471,345.29058116232466,219.79959919839678,112.05372611488903,74.13910973882679,134.36013221598276,33.49017353911117
200,833.6673346693386,255.08016032064128,469.1382765531062,229.73947895791582,117.5431670207985,33.68085888635498,122.27344915639655,15.989143668233062
201,1134.2685370741483,295.4609218436874,362.12424849699397,184.04809619238478,210.52057236464037,72.23070167974792,222.56726096594826,18.93736075997127
202,924.2484969939879,284.12825651302603,320.8416833667335,192.38476953907815,118.57243719065653,87.87964776419457,147.58812741034117,36.54389545700987
203,1044.4889779559119,265.89178356713427,402.2044088176352,192.22444889779558,85.63579175519963,210.78112676887307,227.51301552108103,67.88916131977113
204,986.7735470941884,279.69939879759517,332.86573146292585,208.09619238476955,239.6832271772845,155.05561144377037,285.46504519874105,32.89959183375379
205,817.6352705410821,307.96593186372746,370.14028056112227,161.7635270541082,204.68804140211154,175.66641848182206,269.73298811095236,40.63669950194823
206,1196.7935871743487,293.11623246492985,421.04208416833666,193.34669338677355,91.46832271772846,212.30785321613612,231.17326531854613,66.69223405943464
207,885.7715430861723,304.57915831663325,339.2785571142284,187.5751503006012,154.25380307906818,166.12437818642778,226.69703304671464,47.12193873745953
208,872.9458917835672,272.9258517034068,353.70741482965934,179.07815631262525,138.12857041795905,61.16193493709055,151.06384163974505,23.88327849558659
209,957.1142284569138,296.8937875751503,436.67334669338675,213.54709418837675,111.71063605826967,211.16280838068883,238.89118412315403,62.11999143482203
210,1125.4509018036072,287.51503006012024,350.501002004008,167.21442885771543,210.177482308021,53.90998431259088,216.98124453031022,14.386081113923577
