run,rear_separation_score,rear_separation_observed
189,0.3283730059240263,true
190,0.18626311707944362,true
191,0.2836886842649148,true
192,0.2845131495381784,true
193,0.26556372199229344,true
194,0.31728949888002295,true
195,0.2329617732950442,true
196,0.21179765363631364,true
197,0.26015926452859905,true
198,0.29649520859219414,true
199,0.29066116718679635,true
200,0.2624773102385272,true
201,0.2872509846599207,true
202,0.2783382877316281,true
203,0.2763546176046176,true
204,0.23904432302391485,true
205,0.2684076761627782,true
206,0.2337897483946913,true
207,0.25662294788045087,true
208,0.29912638909526024,true
209,0.2763634871487578,true
210,0.25893077359413424,true
212,0.3224908274296029,true
213,0.33276578201144286,true
214,0.26924920603942387,true
215,0.2583692424508751,true
216,0.23791141470954547,true
217,0.31916859867337305,true
219,0.27828892527014254,true
220,0.3149133159757409,true
222,0.26774921232476534,true
223,0.24933975719882162,true
224,0.2943874561195283,true
225,0.283086601554082,true
226,0.2591159151407598,true
227,0.28823153966106474,true
228,0.23694271479869214,true
229,0.28747652716047334,true
230,0.25296391057436335,true
231,0.3250661715621619,true
232,0.2416102265081857,true
233,0.29213391373535236,true
234,0.24632366552641205,true
235,0.28087214106421793,true
236,0.23615256408255525,true
237,0.3063317570523546,true
238,0.28147158687975016,true
239,0.16355641170054436,true
240,0.32666325762718607,true
241,0.18628768959188674,true
242,0.3223949099019311,true
243,0.24446357834112936,true
244,0.34077638844927094,true
245,0.21330209039979417,true
246,0.31141945974599033,true
247,0.23881826648408283,true
249,0.26476321802852415,true
250,0.24531710062118453,true
251,0.2699072339362751,true
252,0.29006800396166665,true
253,0.3129969461638235,true
254,0.2776493409230724,true
255,0.24700515310642382,true
256,0.2650833429621393,true
257,0.24792772554607184,true
258,0.258663875542834,true
259,0.3048720400031016,true
260,0.23261911456900344,true
261,0.295841237176314,true
262,0.2616714010591562,true
263,0.28627686089420784,true
264,0.25695600318049294,true
265,0.2644875622050703,true
266,0.2595505803399527,true
267,0.30403186850397457,true
268,0.24841446968397746,true
269,0.25334369403015045,true
270,0.2666028413303144,true
271,0.2669131288879188,true
272,0.29494792095073585,true
273,0.23785451225137916,true
274,0.292967159909786,true
275,0.24210148128515477,true
276,0.3438440895838855,true
277,0.20441117455487132,true
278,0.3234341636038949,true
279,0.3103214422723878,true
280,0.2866653203953876,true
281,0.3218705918683451,true
283,0.25781936099336744,true
284,0.2933239919344361,true
285,0.2555851916055998,true
286,0.2693634060008273,true
287,0.25645683786319484,true
288,0.3392371512423922,true
289,0.32594825625163,true
290,0.27270679717108287,true
292,0.22852835283528353,true
293,0.3209217102074245,true
294,0.28973410434692143,true
296,0.2770357204335744,true
297,0.3038510113724271,true
298,0.28471448166208885,true
299,0.21258780318393639,true
300,0.2721871618648745,true
301,0.2613788861572609,true
302,0.32259049351678637,true
303,0.2182762390670554,true
304,0.3037630468350125,true
305,0.21443390197443218,true
306,0.28718893351546415,true
307,0.24138144793920868,true
308,0.2894846642406043,true
309,0.27770783749308536,true
310,0.2674251258945136,true
311,0.3050396399161168,true
312,0.2266235984903452,true
313,0.2637132505538359,true
314,0.25172845690164547,true
315,0.2997067784511547,true
317,0.2809173485704098,true
318,0.2310581596133761,true
319,0.2769990560075274,true
320,0.2453970132611934,true
321,0.2957208523909528,true
322,0.26947136596896504,true
323,0.2915229475433557,true
324,0.27811426641396303,true
326,0.26743596726910646,true
327,0.2401933511499838,true
328,0.245842971784887,true
330,0.3020189078180125,true
331,0.2829871688935314,true
332,0.31295440595923946,true
333,0.18194350552133115,true
334,0.2936814165675802,true
335,0.24555373775242853,true
336,0.3127523856501467,true
337,0.2588629679636534,true
338,0.27935965172561106,true
339,0.28258142718543394,true
340,0.3057080193527842,true
341,0.2938710439584825,true
342,0.31735994011504215,true
343,0.2347897194675328,true
344,0.24321159632684242,true
345,0.3436190783484484,true
346,0.22367442163815765,true
347,0.2710488694429748,true
348,0.31175003313013516,true
349,0.3237770359141711,true
350,0.24352481861794323,true
351,0.20230648047744698,true
352,0.29126819276553084,true
353,0.28980128714822595,true
354,0.30743008062289257,true
355,0.2814300929607052,true
356,0.1973157188463311,true
357,0.24157100389840294,true
358,0.2687523873284967,true
359,0.31376806866602786,true
360,0.23908802733887013,true
361,0.3346844430611515,true
362,0.27148958373448173,true
363,0.27608404279298804,true
365,0.28986335794892243,true
366,0.25592481585424554,true
367,0.2789413813110445,true
368,0.29875410303981736,true
369,0.29797413502056824,true
371,0.22834646029426597,true
372,0.276064247390778,true
373,0.26276797720160383,true
374,0.27486602894586654,true
375,0.23874380037035453,true
377,0.24518864484742803,true
378,0.2066664369145178,true
379,0.2806135342870037,true
380,0.2813594960008371,true
381,0.23897827403175695,true
382,0.3078574410283594,true
383,0.2591183161167759,true
384,0.2768514566407917,true
385,0.28334845610747084,true
386,0.2833029526185754,true
387,0.2527567729519815,true
388,0.25677114358666187,true
389,0.30394153025994053,true
390,0.2473759586582074,true
391,0.24801754643591378,true
392,0.29142248031791473,true
393,0.31860242317350584,true
394,0.2683951316192328,true
395,0.2216697396662014,true
396,0.31519436345966956,true
397,0.18266561126649494,true
398,0.2626783881668955,true
399,0.25341310550194107,true
400,0.32356690940453303,true
401,0.2611320504678225,true
402,0.31631754099362963,true
404,0.33420666694565726,true
405,0.26262004167837316,true
406,0.3479030236173093,true
407,0.3126205936920222,true
408,0.17716229451791005,true
409,0.3198399396613682,true
410,0.2615071796408817,true
411,0.23213097824046322,true
412,0.24152024219093765,true
413,0.3139413041453858,true
414,0.21837116234410486,true
415,0.2754582845329824,true
416,0.27728662942756127,true
417,0.2627933017992661,true
418,0.290861893208832,true
419,0.25880333951762524,true
420,0.2321312497823808,true
421,0.23447338463959547,true
422,0.3314758104451417,true
423,0.3045578173549362,true
424,0.2861661540461504,true
425,0.29038785996253097,true
426,0.3035218835712089,true
427,0.2562884309567983,true
428,0.2855165262575053,true
429,0.20378410132324737,true
430,0.3075874702498079,true
431,0.246038958162409,true
432,0.26067129725495797,true
433,0.2815551529198499,true
434,0.26411633769712783,true
435,0.2986675477491804,true
436,0.2847040290317602,true
437,0.290408789230171,true
438,0.23888666645199164,true
439,0.2340263286811897,true
440,0.3039345858223409,true
441,0.28135241546551865,true
442,0.23513425630627738,true
443,0.3151483570451158,true
444,0.30472272518029764,true
445,0.2876206673145449,true
446,0.23191425921017755,true
447,0.1675047841622322,true
448,0.27342449642194544,true
449,0.3176367658838936,true
450,0.2832253147943186,true
451,0.31729715801144376,true
452,0.20762801824026314,true
453,0.30314379815038145,true
454,0.1855732497311746,true
455,0.3108186684421915,true
456,0.23887679694313013,true
457,0.27857897974185997,true
458,0.21685669947066094,true
459,0.27981065511100167,true
460,0.2710025026541352,true
461,0.21222425200205097,true
462,0.30674485795298273,true
463,0.29772729037706724,true
464,0.293869417897029,true
465,0.22267126003211093,true
466,0.30049297128234365,true
467,0.207484909108532,true
468,0.32380120081979047,true
469,0.21554899674678424,true
470,0.29121323854217007,true
471,0.29747234697524905,true
472,0.2543257806023763,true
474,0.2498217599329021,true
475,0.28046908970678475,true
476,0.3265925859407331,true
477,0.23047756992977186,true
478,0.2857257359753147,true
479,0.21157005401617263,true
480,0.32564144951919344,true
481,0.27296148296602996,true
482,0.26020031160385415,true
483,0.2957815300480485,true
484,0.27905688950051977,true
485,0.2526443148688047,true
486,0.30575381087738324,true
487,0.2665856974657995,true
488,0.2631131368769647,true
489,0.3444804713777305,true
490,0.23117391572760637,true
491,0.17720433969896915,true
492,0.2862750727996827,true
493,0.3278433367688154,true
494,0.22778925367127462,true
495,0.24133720139665127,true
496,0.3143652172336712,true
497,0.23586910374777814,true
498,0.28974669897363503,true
499,0.23330238755814492,true
500,0.24310930559101523,true
