run,geometry_observed,nearest_neighbor_chamfer,mean_10_nn_chamfer,mean_all_chamfer,medoid_chamfer,medoid_run,ood_score,imputation_neighbors
85,True,0.01056189276278019,0.011936021968722343,0.03667242452502251,0.02660462073981762,115,0.011936021968722343,
86,True,0.011124493554234505,0.012513640336692333,0.04937281832098961,0.044036876410245895,115,0.012513640336692333,
87,True,0.00975774135440588,0.013487035408616066,0.04493710398674011,0.04266781732439995,115,0.013487035408616066,
88,True,0.011564011685550213,0.012671425938606262,0.05236012488603592,0.049248307943344116,115,0.012671425938606262,
89,True,0.012682211585342884,0.013258358463644981,0.0408281646668911,0.030973348766565323,115,0.013258358463644981,
90,True,0.012353197671473026,0.013780256733298302,0.04926513135433197,0.05062468349933624,115,0.013780256733298302,
91,True,0.011570622213184834,0.012393051758408546,0.03738311305642128,0.023241683840751648,115,0.012393051758408546,
92,True,0.011966320686042309,0.013744816184043884,0.03661346435546875,0.02215883694589138,115,0.013744816184043884,
93,True,0.011912383139133453,0.013699990697205067,0.04908175766468048,0.04860259220004082,115,0.013699990697205067,
94,True,0.010244164615869522,0.014857937581837177,0.038308035582304,0.028338411822915077,115,0.014857937581837177,
95,True,0.011466301046311855,0.01242103148251772,0.035481881350278854,0.021633205935359,115,0.01242103148251772,
96,True,0.01010688953101635,0.011791740544140339,0.03680938109755516,0.027401022613048553,115,0.011791740544140339,
97,True,0.012686400674283504,0.014529144391417503,0.03613593429327011,0.01922997646033764,115,0.014529144391417503,
98,True,0.011088039726018906,0.012999529018998146,0.05207730084657669,0.04869169369339943,115,0.012999529018998146,
99,True,0.011436245404183865,0.013331407681107521,0.04183586686849594,0.03174901753664017,115,0.013331407681107521,
100,True,0.009818362072110176,0.012100779451429844,0.047362636774778366,0.04740758612751961,115,0.012100779451429844,
101,True,0.011471334844827652,0.012772241607308388,0.034339938312768936,0.016530731692910194,115,0.012772241607308388,
102,True,0.011596080847084522,0.013860282488167286,0.053731102496385574,0.05707959458231926,115,0.013860282488167286,
103,True,0.01035719271749258,0.012929211370646954,0.05235666409134865,0.047744665294885635,115,0.012929211370646954,
104,True,0.010796640999615192,0.012631116434931755,0.04068189486861229,0.03709409013390541,115,0.012631116434931755,
105,True,0.0100531792268157,0.011926176026463509,0.03434721753001213,0.01334389392286539,115,0.011926176026463509,
106,True,0.011132863350212574,0.012581197544932365,0.04408402368426323,0.03647174686193466,115,0.012581197544932365,
107,True,0.010860958136618137,0.014010705053806305,0.035445064306259155,0.02054925262928009,115,0.014010705053806305,
108,True,0.011005599051713943,0.012304537929594517,0.04542159661650658,0.04458223283290863,115,0.012304537929594517,
109,True,0.011570622213184834,0.01351388543844223,0.03919278457760811,0.025375599041581154,115,0.01351388543844223,
110,True,0.011305093765258789,0.013941806741058826,0.04612043872475624,0.043763935565948486,115,0.013941806741058826,
111,True,0.012151926755905151,0.0140449870377779,0.036646053194999695,0.025562480092048645,115,0.0140449870377779,
112,True,0.01062745600938797,0.012553276494145393,0.03512924537062645,0.021872323006391525,115,0.012553276494145393,
113,True,0.01051503885537386,0.012661074288189411,0.04500167816877365,0.03771154209971428,115,0.012661074288189411,
114,True,0.012120991945266724,0.01341661810874939,0.03733058273792267,0.028018714860081673,115,0.01341661810874939,
115,True,0.011344105936586857,0.012205136939883232,0.03324690833687782,0.0,115,0.012205136939883232,
116,True,0.01154999528080225,0.012807686813175678,0.040530506521463394,0.030588621273636818,115,0.012807686813175678,
117,True,0.011316826567053795,0.013888314366340637,0.04133453592658043,0.03822266682982445,115,0.013888314366340637,
118,True,0.010711164213716984,0.012846855446696281,0.036766134202480316,0.021720854565501213,115,0.012846855446696281,
119,True,0.010786758735775948,0.01345351804047823,0.05020881071686745,0.05150604620575905,115,0.01345351804047823,
120,True,0.010313023813068867,0.011776452884078026,0.03637032210826874,0.02507195807993412,115,0.011776452884078026,
121,True,0.012049195356667042,0.014113077893853188,0.04673044756054878,0.04172993078827858,115,0.014113077893853188,
122,True,0.010655068792402744,0.011746600270271301,0.03463897481560707,0.014070238918066025,115,0.011746600270271301,
123,True,0.013049191795289516,0.016235236078500748,0.04737371951341629,0.04109608754515648,115,0.016235236078500748,
124,True,0.010637951083481312,0.012449810281395912,0.04254832863807678,0.03268899396061897,115,0.012449810281395912,
125,True,0.010728846304118633,0.013685730285942554,0.04924720153212547,0.05023272708058357,115,0.013685730285942554,
126,True,0.011006438173353672,0.012406667694449425,0.03748086094856262,0.02209119312465191,115,0.012406667694449425,
127,True,0.011202402412891388,0.01314001064747572,0.03522178903222084,0.016391508281230927,115,0.01314001064747572,
128,True,0.011054269969463348,0.013230616226792336,0.03496325761079788,0.021032189950346947,115,0.013230616226792336,
129,True,0.010368946008384228,0.013217074796557426,0.05466533452272415,0.05747315287590027,115,0.013217074796557426,
130,True,0.011144586838781834,0.016579296439886093,0.04248950257897377,0.03769192844629288,115,0.016579296439886093,
131,True,0.010257620364427567,0.012890520505607128,0.03450895845890045,0.016388066112995148,115,0.012890520505607128,
132,True,0.011820620857179165,0.014143119566142559,0.05895627290010452,0.05683860927820206,115,0.014143119566142559,
133,True,0.008977980352938175,0.01239490695297718,0.03419160842895508,0.014237464405596256,115,0.01239490695297718,
134,True,0.008977980352938175,0.012424565851688385,0.03431066498160362,0.014466220512986183,115,0.012424565851688385,
135,True,0.011512091383337975,0.01235582958906889,0.041123490780591965,0.03198293596506119,115,0.01235582958906889,
136,True,0.009806604124605656,0.01313829980790615,0.03665979579091072,0.02207012288272381,115,0.01313829980790615,
137,True,0.010009367018938065,0.011877383105456829,0.03822449594736099,0.030873961746692657,115,0.011877383105456829,
138,True,0.012453647330403328,0.013798588886857033,0.03656229376792908,0.01947282999753952,115,0.013798588886857033,
139,True,0.012064927257597446,0.01568509265780449,0.055819056928157806,0.05893253535032272,115,0.01568509265780449,
140,True,0.012245526537299156,0.015722651034593582,0.0531228631734848,0.050245728343725204,115,0.015722651034593582,
141,True,0.010986309498548508,0.012282474897801876,0.03902708739042282,0.03232970088720322,115,0.012282474897801876,
142,True,0.009596668183803558,0.013266334310173988,0.03515924513339996,0.017106257379055023,115,0.013266334310173988,
143,True,0.011254915967583656,0.014398915693163872,0.05278405919671059,0.04863034188747406,115,0.014398915693163872,
144,True,0.01117666345089674,0.012004807591438293,0.04408888891339302,0.04191946983337402,115,0.012004807591438293,
145,True,0.010241445153951645,0.011722841300070286,0.038930706679821014,0.026286469772458076,115,0.011722841300070286,
146,True,0.011198735795915127,0.012161582708358765,0.04190019890666008,0.03823016211390495,115,0.012161582708358765,
147,True,0.011114558205008507,0.013118120841681957,0.03401997685432434,0.017511438578367233,115,0.013118120841681957,
148,True,0.010452451184391975,0.014239570125937462,0.05472499504685402,0.05575217679142952,115,0.014239570125937462,
149,True,0.010244164615869522,0.014521496370434761,0.03801584243774414,0.028677064925432205,115,0.014521496370434761,
150,True,0.010412571020424366,0.012611362151801586,0.04948479309678078,0.044354718178510666,115,0.012611362151801586,
151,True,0.011106288060545921,0.012374402955174446,0.03611917048692703,0.025719447061419487,115,0.012374402955174446,
152,True,0.012558629736304283,0.015218393877148628,0.056405872106552124,0.05400558188557625,115,0.015218393877148628,
153,True,0.011324729770421982,0.01268951315432787,0.03472497686743736,0.013177075423300266,115,0.01268951315432787,
154,True,0.012373057194054127,0.013892313465476036,0.04877462610602379,0.050152041018009186,115,0.013892313465476036,
155,True,0.009405845776200294,0.013131680898368359,0.0363728329539299,0.02164560928940773,115,0.013131680898368359,
156,True,0.012030777521431446,0.013563198037445545,0.042833585292100906,0.039977412670850754,115,0.013563198037445545,
157,True,0.010786758735775948,0.012179022654891014,0.04952722415328026,0.05095836892724037,115,0.012179022654891014,
158,True,0.011466301046311855,0.012827962636947632,0.03513617813587189,0.02099422551691532,115,0.012827962636947632,
159,True,0.011146847158670425,0.012747588567435741,0.050024114549160004,0.04562506824731827,115,0.012747588567435741,
160,True,0.01305298786610365,0.01514745969325304,0.046699684113264084,0.0424322709441185,115,0.01514745969325304,
161,True,0.018420280888676643,0.02056705951690674,0.045143913477659225,0.037030551582574844,115,0.02056705951690674,
162,True,0.011556282639503479,0.012481031008064747,0.0535031296312809,0.050655756145715714,115,0.012481031008064747,
163,True,0.010687686502933502,0.012675154022872448,0.043521225452423096,0.03669895604252815,115,0.012675154022872448,
164,True,0.011482239700853825,0.012933204881846905,0.043600138276815414,0.04083477333188057,115,0.012933204881846905,
165,True,0.010727709159255028,0.012398188933730125,0.03909281641244888,0.025408009067177773,115,0.012398188933730125,
166,True,0.010419626720249653,0.01218860037624836,0.037100959569215775,0.02212364412844181,115,0.01218860037624836,
167,True,0.01283231656998396,0.016761206090450287,0.058479223400354385,0.06172690913081169,115,0.016761206090450287,
168,True,0.010313023813068867,0.011503527872264385,0.03552965819835663,0.022787833586335182,115,0.011503527872264385,
169,True,0.011144586838781834,0.015656711533665657,0.04249955713748932,0.03857419267296791,115,0.015656711533665657,
170,True,0.012198257260024548,0.01366309355944395,0.05225250869989395,0.04892798885703087,115,0.01366309355944395,
171,True,0.010531350038945675,0.013090958818793297,0.03484949469566345,0.01673760823905468,115,0.013090958818793297,
172,True,0.01077455747872591,0.011996537446975708,0.04606221988797188,0.045876313000917435,115,0.011996537446975708,
173,True,0.010824659839272499,0.012162536382675171,0.039930980652570724,0.027981828898191452,115,0.012162536382675171,
174,True,0.010474460199475288,0.011733836494386196,0.04024439677596092,0.03554348275065422,115,0.011733836494386196,
175,True,0.011718209832906723,0.013124123215675354,0.03573346510529518,0.02355922944843769,115,0.013124123215675354,
176,True,0.011150975711643696,0.012073131278157234,0.04867120832204819,0.04922817274928093,115,0.012073131278157234,
177,True,0.010725480504333973,0.01221168041229248,0.038389693945646286,0.02937665395438671,115,0.01221168041229248,
178,True,0.010882734321057796,0.014331286773085594,0.049880314618349075,0.0454464890062809,115,0.014331286773085594,
179,True,0.011066574603319168,0.013516383245587349,0.039088595658540726,0.029932457953691483,115,0.013516383245587349,
180,True,0.010257620364427567,0.01270800270140171,0.034352853894233704,0.01651644892990589,115,0.01270800270140171,
181,True,0.010185126215219498,0.013393069617450237,0.045568399131298065,0.039775196462869644,115,0.013393069617450237,
182,True,0.012008284218609333,0.014705139212310314,0.03770122677087784,0.021265292540192604,115,0.014705139212310314,
183,True,0.011036478914320469,0.013367380015552044,0.04739425703883171,0.04849841445684433,115,0.013367380015552044,
184,True,0.011202785186469555,0.01378795225173235,0.04123876243829727,0.02947722189128399,115,0.01378795225173235,
185,True,0.011240500025451183,0.013475057668983936,0.04389216750860214,0.04277810454368591,115,0.013475057668983936,
186,True,0.012003510259091854,0.013280823826789856,0.03449511528015137,0.014400873333215714,115,0.013280823826789856,
187,True,0.010612605139613152,0.013568488880991936,0.03614788129925728,0.023641621693968773,115,0.013568488880991936,
188,True,0.010672987438738346,0.012702137231826782,0.04947040230035782,0.04503004252910614,115,0.012702137231826782,
189,True,0.010230462066829205,0.012498101219534874,0.03648863732814789,0.02787650190293789,115,0.012498101219534874,
190,True,0.013241295702755451,0.014919057488441467,0.03855970874428749,0.020917855203151703,115,0.014919057488441467,
191,True,0.010635514743626118,0.012073850259184837,0.04554098844528198,0.038576751947402954,115,0.012073850259184837,
192,True,0.0100817596539855,0.013272775337100029,0.036253493279218674,0.022750940173864365,115,0.013272775337100029,
193,True,0.01211816631257534,0.013326202519237995,0.04144291579723358,0.032227516174316406,115,0.013326202519237995,
194,True,0.011000615544617176,0.013441729359328747,0.03670767322182655,0.020291252061724663,115,0.013441729359328747,
195,True,0.010661275126039982,0.011801479384303093,0.03853250667452812,0.031795937567949295,115,0.011801479384303093,
196,True,0.011712548322975636,0.013665346428751945,0.034441106021404266,0.017575571313500404,115,0.013665346428751945,
197,True,0.009635820984840393,0.012657602317631245,0.04843341186642647,0.04926977679133415,115,0.012657602317631245,
198,True,0.011646391823887825,0.013224964961409569,0.03828059136867523,0.02720075286924839,115,0.013224964961409569,
199,True,0.011276314966380596,0.012461191974580288,0.04938031733036041,0.044777557253837585,115,0.012461191974580288,
200,True,0.011039580218493938,0.012896743603050709,0.03611478954553604,0.019840989261865616,115,0.012896743603050709,
201,True,0.010412571020424366,0.01231597550213337,0.05202009901404381,0.04782242700457573,115,0.01231597550213337,
202,True,0.01280540507286787,0.015459747985005379,0.04415055736899376,0.03639183193445206,115,0.015459747985005379,
203,True,0.009740781970322132,0.012180924415588379,0.038558851927518845,0.0264649149030447,115,0.012180924415588379,
204,True,0.011013309471309185,0.012449001893401146,0.03636184707283974,0.019064398482441902,115,0.012449001893401146,
205,True,0.010979089885950089,0.012767809443175793,0.03401358053088188,0.01519929151982069,115,0.012767809443175793,
206,True,0.010522228665649891,0.01222753431648016,0.034479472786188126,0.02045099437236786,115,0.01222753431648016,
207,True,0.009490364231169224,0.011576822027564049,0.037580423057079315,0.02959495224058628,115,0.011576822027564049,
208,True,0.010942158289253712,0.01269763894379139,0.03406064584851265,0.013745017349720001,115,0.01269763894379139,
209,True,0.010205645114183426,0.012283327989280224,0.05150964483618736,0.04842327907681465,115,0.012283327989280224,
210,True,0.0111441221088171,0.013149726204574108,0.03496525436639786,0.019649464637041092,115,0.013149726204574108,
211,True,0.011271598748862743,0.014107773080468178,0.054515041410923004,0.05497254803776741,115,0.014107773080468178,
212,True,0.010997823439538479,0.013203771784901619,0.03889762610197067,0.026685936376452446,115,0.013203771784901619,
213,True,0.01110097300261259,0.012658951804041862,0.03571835905313492,0.016832424327731133,115,0.012658951804041862,
214,True,0.010649324394762516,0.011970316991209984,0.03439358249306679,0.018259264528751373,115,0.011970316991209984,
215,True,0.009976808913052082,0.012285393662750721,0.05011482536792755,0.04521547257900238,115,0.012285393662750721,
216,True,0.011340286582708359,0.012645264156162739,0.03935270756483078,0.03383920341730118,115,0.012645264156162739,
217,True,0.011070487089455128,0.012318954803049564,0.033772289752960205,0.012765946798026562,115,0.012318954803049564,
218,True,0.011546914465725422,0.012736926786601543,0.04443148896098137,0.03738434985280037,115,0.012736926786601543,
219,True,0.010561534203588963,0.011837254278361797,0.03442114591598511,0.012909213081002235,115,0.011837254278361797,
220,True,0.010635731741786003,0.012454918585717678,0.045806530863046646,0.04608357697725296,115,0.012454918585717678,
221,True,0.011233671568334103,0.014110866002738476,0.04061080142855644,0.030217427760362625,115,0.014110866002738476,
222,True,0.011054269969463348,0.01239706389605999,0.03369778022170067,0.017263950780034065,115,0.01239706389605999,
223,True,0.010176853276789188,0.013461530208587646,0.054060645401477814,0.05687972530722618,115,0.013461530208587646,
224,True,0.011681165546178818,0.014684329740703106,0.045220471918582916,0.03817956894636154,115,0.014684329740703106,
225,True,0.011928336694836617,0.012519342824816704,0.039323996752500534,0.03342495113611221,115,0.012519342824816704,
226,True,0.01226238813251257,0.013434773311018944,0.05500947684049606,0.05209263041615486,115,0.013434773311018944,
227,True,0.010456500574946404,0.012848381884396076,0.039728373289108276,0.02838985063135624,115,0.012848381884396076,
228,True,0.010452451184391975,0.014583887532353401,0.056108295917510986,0.05671598017215729,115,0.014583887532353401,
229,True,0.009813087992370129,0.015702825039625168,0.044126514345407486,0.03595707565546036,115,0.015702825039625168,
230,True,0.00906071811914444,0.012099077925086021,0.035993386059999466,0.018316885456442833,115,0.012099077925086021,
231,True,0.00906071811914444,0.012084267102181911,0.03605188429355621,0.018270432949066162,115,0.012084267102181911,
232,True,0.011155190877616405,0.01303872186690569,0.051846228539943695,0.05419588088989258,115,0.01303872186690569,
233,True,0.01056189276278019,0.011728049255907536,0.0369771309196949,0.028287455439567566,115,0.011728049255907536,
234,True,0.009976808913052082,0.01243998296558857,0.049456458538770676,0.044221341609954834,115,0.01243998296558857,
235,True,0.01094004325568676,0.01285687368363142,0.0360732264816761,0.01902812346816063,115,0.01285687368363142,
236,True,0.014029739424586296,0.01643403433263302,0.05013445019721985,0.046524424105882645,115,0.01643403433263302,
237,True,0.010635514743626118,0.011981664225459099,0.043528638780117035,0.035495150834321976,115,0.011981664225459099,
238,True,0.011863150633871555,0.013959606178104877,0.049818553030490875,0.051034703850746155,115,0.013959606178104877,
239,True,0.011522319167852402,0.013937093317508698,0.04053499549627304,0.026303449645638466,115,0.013937093317508698,
240,True,0.012121381238102913,0.01411188580095768,0.03704553470015526,0.02357340417802334,115,0.01411188580095768,
241,True,0.008687633089721203,0.012430744245648384,0.04445510730147362,0.0420556403696537,115,0.012430744245648384,
242,True,0.008687633089721203,0.012520653195679188,0.044566646218299866,0.0422024205327034,115,0.012520653195679188,
243,True,0.011008847504854202,0.012339677661657333,0.053139396011829376,0.05516323074698448,115,0.012339677661657333,
244,True,0.012496504932641983,0.014537133276462555,0.037879884243011475,0.029946357011795044,115,0.014537133276462555,
245,True,0.01010688953101635,0.012392330914735794,0.03788420185446739,0.028807079419493675,115,0.012392330914735794,
246,True,0.011395073495805264,0.013997353613376617,0.03485090658068657,0.01850779540836811,115,0.013997353613376617,
247,True,0.011009939946234226,0.012569794431328773,0.05475323647260666,0.05140521749854088,115,0.012569794431328773,
248,True,0.010730068199336529,0.014027643017470837,0.04074784368276596,0.02872745878994465,115,0.014027643017470837,
249,True,0.009740781970322132,0.011995026841759682,0.03809308260679245,0.025761662051081657,115,0.011995026841759682,
250,True,0.013217703439295292,0.013814510777592659,0.04188578575849533,0.03925831988453865,115,0.013814510777592659,
251,True,0.010711164213716984,0.012626878917217255,0.03766096010804176,0.024730894714593887,115,0.012626878917217255,
252,True,0.016418002545833588,0.02076105773448944,0.06270488351583481,0.06630561500787735,115,0.02076105773448944,
253,True,0.010882734321057796,0.013657523319125175,0.04896315187215805,0.044239237904548645,115,0.013657523319125175,
254,True,0.011897294782102108,0.014278125949203968,0.04060998186469078,0.03495761379599571,115,0.014278125949203968,
255,True,0.010020468384027481,0.013040557503700256,0.03634899854660034,0.01684168167412281,115,0.013040557503700256,
256,True,0.011649984866380692,0.01296100951731205,0.04864790663123131,0.04313497617840767,115,0.01296100951731205,
257,True,0.011798141524195671,0.012957748956978321,0.043602023273706436,0.04230928421020508,115,0.012957748956978321,
258,True,0.0097475191578269,0.011975283734500408,0.03902320936322212,0.03145936131477356,115,0.011975283734500408,
259,True,0.010251523926854134,0.012965837493538857,0.034284114837646484,0.018798062577843666,115,0.012965837493538857,
260,True,0.01166519708931446,0.013790704309940338,0.03524676337838173,0.022790051996707916,115,0.013790704309940338,
261,True,0.01045903842896223,0.012394639663398266,0.04938921704888344,0.044955264776945114,115,0.012394639663398266,
262,True,0.01062745600938797,0.012275119312107563,0.03504301607608795,0.022800203412771225,115,0.012275119312107563,
263,True,0.010809299536049366,0.013124307617545128,0.036081597208976746,0.017160814255475998,115,0.013124307617545128,
264,True,0.012283185496926308,0.01487396378070116,0.06037301570177078,0.05840545892715454,115,0.01487396378070116,
265,True,0.0100531792268157,0.011971680447459221,0.033522047102451324,0.011344105936586857,115,0.011971680447459221,
