run,image_wake_score,image_wake_observed,centreline_low_speed_area,near_base_low_speed_area,velocity_images,velocity_slices,imputation_neighbors
59,0.11737335128424334,true,0.09052918292017953,0.20300164799940457,5,Z-4;Z-5;X-53;X-55;X-57,
60,0.04219869369997156,true,0.021015005662514158,0.08393674547151249,5,Z-4;Z-5;X-53;X-55;X-57,
61,0.100282112579657,true,0.06817693259510926,0.18271924816961124,5,Z-4;Z-5;X-53;X-55;X-57,
62,0.11021172526122912,true,0.07710745144918418,0.19835509015546804,5,Z-4;Z-5;X-53;X-55;X-57,
63,0.13280532165981462,true,0.10024537561343903,0.23173525841009837,5,Z-4;Z-5;X-53;X-55;X-57,
64,0.09825685733150205,true,0.08062345329474435,0.16511212645288317,5,Z-4;Z-5;X-53;X-55;X-57,
65,0.027033384499960223,true,0.009792741495742628,0.05769809521602696,5,Z-4;Z-5;X-53;X-55;X-57,
66,0.021395560258590525,true,0.006491967618807936,0.046768917060058944,5,Z-4;Z-5;X-53;X-55;X-57,
67,0.07937118795997246,true,0.05306955454888637,0.14534764923101554,5,Z-4;Z-5;X-53;X-55;X-57,
68,0.060493257890865765,true,0.033144582861457154,0.11814280929480092,5,Z-4;Z-5;X-53;X-55;X-57,
69,0.09800567093988338,true,0.0753088167442641,0.1697869116406898,5,Z-4;Z-5;X-53;X-55;X-57,
70,0.10525043418019739,true,0.08614361813682311,0.17722755522413003,5,Z-4;Z-5;X-53;X-55;X-57,
71,0.0774752205907227,true,0.04714383834570697,0.14659456757043318,5,Z-4;Z-5;X-53;X-55;X-57,
72,0.024929177170606567,true,0.012876190176586554,0.049562862365016065,5,Z-4;Z-5;X-53;X-55;X-57,
73,0.03488587328954691,true,0.013417799169497924,0.07371549786504379,5,Z-4;Z-5;X-53;X-55;X-57,
74,0.05287973111282907,true,0.022294314416341596,0.10985085148976477,5,Z-4;Z-5;X-53;X-55;X-57,
75,0.11071795472249302,true,0.0898929365378969,0.18719602064668706,5,Z-4;Z-5;X-53;X-55;X-57,
76,0.09593664206860215,true,0.07208616459041148,0.16803246284979612,5,Z-4;Z-5;X-53;X-55;X-57,
77,0.06820266365094887,true,0.04031657648588566,0.13026160849516658,5,Z-4;Z-5;X-53;X-55;X-57,
78,0.09141185260539715,true,0.0673469548257204,0.16130677154318607,5,Z-4;Z-5;X-53;X-55;X-57,
79,0.10475319494756317,true,0.07744746445199446,0.18480849291964127,5,Z-4;Z-5;X-53;X-55;X-57,
80,0.03089286085824469,true,0.012036774883603876,0.0650078538020196,5,Z-4;Z-5;X-53;X-55;X-57,
81,0.11646828531348012,true,0.08933402541839688,0.20171807624331972,5,Z-4;Z-5;X-53;X-55;X-57,
82,0.0635174847087025,true,0.03285621408497966,0.12585294677320033,5,Z-4;Z-5;X-53;X-55;X-57,
83,0.11226157269532708,true,0.08270547586091187,0.198247517292759,5,Z-4;Z-5;X-53;X-55;X-57,
84,0.14158110948788227,true,0.16245150161486516,0.19140119271060443,5,Z-4;Z-5;X-53;X-55;X-57,
85,0.11011414348554606,true,0.07359249821735665,0.20180317957856997,5,Z-4;Z-5;X-53;X-55;X-57,
86,0.0951495419861941,true,0.07152305901598087,0.16661955087627647,5,Z-4;Z-5;X-53;X-55;X-57,
87,0.1392124306640168,true,0.11965049704290928,0.22827354683597456,5,Z-4;Z-5;X-53;X-55;X-57,
88,0.11251064448176903,true,0.07881040015100038,0.20262542384901602,5,Z-4;Z-5;X-53;X-55;X-57,
89,0.037273550796595174,true,0.012872520028522294,0.08017843613493232,5,Z-4;Z-5;X-53;X-55;X-57,
90,0.10965789404712134,true,0.08300039847321841,0.19129446245517503,5,Z-4;Z-5;X-53;X-55;X-57,
91,0.06869256058099894,true,0.033613837506815986,0.13814897437139742,5,Z-4;Z-5;X-53;X-55;X-57,
92,0.1282584040083785,true,0.09629839352376159,0.22431553957410413,5,Z-4;Z-5;X-53;X-55;X-57,
93,0.11659601072901604,true,0.0915395222515834,0.2002488500166064,5,Z-4;Z-5;X-53;X-55;X-57,
94,0.031217667332913472,true,0.014406904072815738,0.0634175729961219,5,Z-4;Z-5;X-53;X-55;X-57,
95,0.09881762232848125,true,0.08141437020259218,0.1658362069752435,5,Z-4;Z-5;X-53;X-55;X-57,
96,0.07895083426743557,true,0.044906883100541084,0.15263676393865536,5,Z-4;Z-5;X-53;X-55;X-57,
97,0.11671080268668668,true,0.07830654125246425,0.21341163963652732,5,Z-4;Z-5;X-53;X-55;X-57,
98,0.06140261442234819,true,0.03612395662933601,0.117495686903987,5,Z-4;Z-5;X-53;X-55;X-57,
99,0.1253222270225043,true,0.09875214965815192,0.21477834864420978,5,Z-4;Z-5;X-53;X-55;X-57,
100,0.10706458130642578,true,0.09580869091061617,0.17267410548460102,5,Z-4;Z-5;X-53;X-55;X-57,
101,0.1088789903516427,true,0.08006716370957594,0.19236569717677407,5,Z-4;Z-5;X-53;X-55;X-57,
102,0.10889502211591183,true,0.10489361813682313,0.1665753139940919,5,Z-4;Z-5;X-53;X-55;X-57,
103,0.10314205073133266,true,0.07663714819009271,0.1814894628448809,5,Z-4;Z-5;X-53;X-55;X-57,
104,0.12122839287928402,true,0.09890262572878655,0.2042046103257309,5,Z-4;Z-5;X-53;X-55;X-57,
105,0.08678587044067,true,0.06704180822952058,0.14991570416339278,5,Z-4;Z-5;X-53;X-55;X-57,
106,0.06300079452833014,true,0.029460016358374228,0.12814554074673262,5,Z-4;Z-5;X-53;X-55;X-57,
107,0.09877503950233699,true,0.07149789228639739,0.17544684517301887,5,Z-4;Z-5;X-53;X-55;X-57,
108,0.11726449357680534,true,0.10636429889685836,0.1873865903264471,5,Z-4;Z-5;X-53;X-55;X-57,
109,0.0992969279563608,true,0.0758976133551445,0.17252440225790666,5,Z-4;Z-5;X-53;X-55;X-57,
110,0.08545225765863493,true,0.047275701522587144,0.16639288951803566,5,Z-4;Z-5;X-53;X-55;X-57,
111,0.10206148511414065,true,0.06801282454595026,0.18712524163519176,5,Z-4;Z-5;X-53;X-55;X-57,
112,0.12127582805526732,true,0.08924043664275827,0.21433906938238997,5,Z-4;Z-5;X-53;X-55;X-57,
113,0.10638624418967622,true,0.08291467430057464,0.18330106849624794,5,Z-4;Z-5;X-53;X-55;X-57,
114,0.11040535995463215,true,0.08769766368860367,0.18856399356528908,5,Z-4;Z-5;X-53;X-55;X-57,
115,0.09841083574947809,true,0.07903401702948701,0.16706360491268132,5,Z-4;Z-5;X-53;X-55;X-57,
116,0.056621158442902594,true,0.02911371167316807,0.11246138927683931,5,Z-4;Z-5;X-53;X-55;X-57,
117,0.11140887819658418,true,0.08805995973323266,0.19044904648453712,5,Z-4;Z-5;X-53;X-55;X-57,
118,0.0823874921786826,true,0.048604557275282075,0.15748821578610694,5,Z-4;Z-5;X-53;X-55;X-57,
119,0.13938621810917812,true,0.13765283545153306,0.20946444583474647,5,Z-4;Z-5;X-53;X-55;X-57,
120,0.07044177118575651,true,0.03698198481607315,0.13915322181425985,5,Z-4;Z-5;X-53;X-55;X-57,
121,0.03085697108023839,true,0.011745522419361604,0.06517763916888027,5,Z-4;Z-5;X-53;X-55;X-57,
122,0.09526653244956712,true,0.07264324063587937,0.1658098052804794,5,Z-4;Z-5;X-53;X-55;X-57,
123,0.12235069890145045,true,0.08671904492261232,0.21914333522217797,5,Z-4;Z-5;X-53;X-55;X-57,
124,0.12126480326711288,true,0.10219317562182795,0.20125239528673575,5,Z-4;Z-5;X-53;X-55;X-57,
125,0.05839690081578837,true,0.03320540245795059,0.1130141396523262,5,Z-4;Z-5;X-53;X-55;X-57,
126,0.12427556440495094,true,0.09476741747409925,0.21621471318701457,5,Z-4;Z-5;X-53;X-55;X-57,
127,0.06251337807737567,true,0.03144556646113837,0.12449845557107357,5,Z-4;Z-5;X-53;X-55;X-57,
128,0.11731091200935242,true,0.0862136131034772,0.20720780310514827,5,Z-4;Z-5;X-53;X-55;X-57,
129,0.08275240985421875,true,0.06267380772618598,0.14307738435039544,5,Z-4;Z-5;X-53;X-55;X-57,
130,0.10252373293072059,true,0.07520133383666794,0.1810367018665858,5,Z-4;Z-5;X-53;X-55;X-57,
131,0.04057678705962092,true,0.018161727695985907,0.08321112016913938,5,Z-4;Z-5;X-53;X-55;X-57,
132,0.09409362948598816,true,0.06599004865567719,0.16945099220518048,5,Z-4;Z-5;X-53;X-55;X-57,
133,0.0772225980356767,true,0.05523310683276708,0.1379630390316757,5,Z-4;Z-5;X-53;X-55;X-57,
134,0.0772225980356767,true,0.05523310683276708,0.1379630390316757,5,Z-4;Z-5;X-53;X-55;X-57,
135,0.0552449130630971,true,0.02751614865148274,0.11067351706385069,5,Z-4;Z-5;X-53;X-55;X-57,
136,0.11806124882341407,true,0.0943403695314794,0.20105115258143272,5,Z-4;Z-5;X-53;X-55;X-57,
137,0.10847272660735664,true,0.08146050920682857,0.18990598609276685,5,Z-4;Z-5;X-53;X-55;X-57,
138,0.10182114024487765,true,0.06704128392265425,0.18783050392830536,5,Z-4;Z-5;X-53;X-55;X-57,
139,0.02855358071625331,true,0.015298750052430688,0.05595642596887549,5,Z-4;Z-5;X-53;X-55;X-57,
140,0.10928731488109017,true,0.08246298393523763,0.19060015405669764,5,Z-4;Z-5;X-53;X-55;X-57,
141,0.06554771557759262,true,0.03812182794345875,0.12593411794114528,5,Z-4;Z-5;X-53;X-55;X-57,
142,0.11264486714335228,true,0.08710493477622583,0.19467107069404857,5,Z-4;Z-5;X-53;X-55;X-57,
143,0.11521976581717802,true,0.09030713896229184,0.19795541343579437,5,Z-4;Z-5;X-53;X-55;X-57,
144,0.0836744080058199,true,0.045985906631433246,0.16325052610292026,5,Z-4;Z-5;X-53;X-55;X-57,
145,0.1044851853453729,true,0.07380064804328677,0.18757350870799516,5,Z-4;Z-5;X-53;X-55;X-57,
146,0.11702218158719813,true,0.08879739734071557,0.20380998924973545,5,Z-4;Z-5;X-53;X-55;X-57,
147,0.053165118404289766,true,0.02719055408749633,0.10574300056665341,5,Z-4;Z-5;X-53;X-55;X-57,
148,0.11784197986302969,true,0.12107163080407701,0.17415470690959034,5,Z-4;Z-5;X-53;X-55;X-57,
149,0.032369672674472334,true,0.013348066356277003,0.06746840749330654,5,Z-4;Z-5;X-53;X-55;X-57,
150,0.07620329891833336,true,0.04052026970345204,0.15007495693925715,5,Z-4;Z-5;X-53;X-55;X-57,
151,0.1253168997380211,true,0.08857351830879577,0.2249074711880973,5,Z-4;Z-5;X-53;X-55;X-57,
152,0.0449787438329796,true,0.02339535883561931,0.08905614643391045,5,Z-4;Z-5;X-53;X-55;X-57,
153,0.12302710829401428,true,0.11572081707982049,0.19229913120167738,5,Z-4;Z-5;X-53;X-55;X-57,
154,0.11411546374098203,true,0.09456608363743131,0.19081024413843753,5,Z-4;Z-5;X-53;X-55;X-57,
155,0.12372695953978927,true,0.09431677572249486,0.21492060883993339,5,Z-4;Z-5;X-53;X-55;X-57,
156,0.06890746921527743,true,0.04116044838723208,0.13116488349901098,5,Z-4;Z-5;X-53;X-55;X-57,
157,0.11224952635623109,true,0.10451637934650393,0.17548504336969883,5,Z-4;Z-5;X-53;X-55;X-57,
158,0.09671192046394925,true,0.07523384086237993,0.16680773316874406,5,Z-4;Z-5;X-53;X-55;X-57,
159,0.1200738490604276,true,0.08365132544775807,0.2166155133830612,5,Z-4;Z-5;X-53;X-55;X-57,
160,0.1027239565415993,true,0.07973527746319366,0.1772129500312818,5,Z-4;Z-5;X-53;X-55;X-57,
161,0.007594402539493079,true,0.002353351369489535,0.0166801132745053,5,Z-4;Z-5;X-53;X-55;X-57,
162,0.11528737331157862,true,0.0916941927771486,0.19682547707370915,5,Z-4;Z-5;X-53;X-55;X-57,
163,0.05131789932191742,true,0.02477402374061491,0.10302559208960287,5,Z-4;Z-5;X-53;X-55;X-57,
164,0.10311385078679494,true,0.07805277672916405,0.1799748762596101,5,Z-4;Z-5;X-53;X-55;X-57,
165,0.1323239933943378,true,0.10114062958768508,0.2297476882718195,5,Z-4;Z-5;X-53;X-55;X-57,
166,0.08218959304579927,true,0.0544188582693679,0.151206859384995,5,Z-4;Z-5;X-53;X-55;X-57,
167,0.03256425613969208,true,0.012507340296128518,0.06879565439338947,5,Z-4;Z-5;X-53;X-55;X-57,
168,0.11552474705667401,true,0.0867971666456944,0.20225271056229288,5,Z-4;Z-5;X-53;X-55;X-57,
169,0.030627865425466083,true,0.014135313116060567,0.06235139391820108,5,Z-4;Z-5;X-53;X-55;X-57,
170,0.11185861833003269,true,0.07153275869300785,0.20786896895062393,5,Z-4;Z-5;X-53;X-55;X-57,
171,0.11646168301093043,true,0.08574776645274947,0.20557103846432015,5,Z-4;Z-5;X-53;X-55;X-57,
172,0.11785654385823052,true,0.10305618472379514,0.19211572368379473,5,Z-4;Z-5;X-53;X-55;X-57,
173,0.11875486858725896,true,0.10898924122310305,0.1882614975518748,5,Z-4;Z-5;X-53;X-55;X-57,
174,0.08166061870674615,true,0.05135821693720901,0.15299473159798363,5,Z-4;Z-5;X-53;X-55;X-57,
175,0.12819267467970624,true,0.09958684618933769,0.2206987882605145,5,Z-4;Z-5;X-53;X-55;X-57,
176,0.12222614814114212,true,0.1215505851264628,0.18416375791611986,5,Z-4;Z-5;X-53;X-55;X-57,
177,0.12232992545296116,true,0.09800710960110734,0.20816992018402544,5,Z-4;Z-5;X-53;X-55;X-57,
178,0.05575219335115485,true,0.032364676397802106,0.10714313299643086,5,Z-4;Z-5;X-53;X-55;X-57,
179,0.11469493903505179,true,0.10468074954909609,0.1823437261919558,5,Z-4;Z-5;X-53;X-55;X-57,
180,0.1099099709917311,true,0.07791907847825175,0.19688530219056824,5,Z-4;Z-5;X-53;X-55;X-57,
181,0.11086113009573031,true,0.07392884107210268,0.20327058015617724,5,Z-4;Z-5;X-53;X-55;X-57,
182,0.0636894285430119,true,0.028815905373096765,0.13049079767524652,5,Z-4;Z-5;X-53;X-55;X-57,
183,0.040819810061526796,true,0.019446017365043415,0.0826193289896928,5,Z-4;Z-5;X-53;X-55;X-57,
184,0.1031332472870779,true,0.07461646952728493,0.18346537691579054,5,Z-4;Z-5;X-53;X-55;X-57,
185,0.1075489198745446,true,0.08482944297638523,0.18408118240270868,5,Z-4;Z-5;X-53;X-55;X-57,
186,0.0864859424105302,true,0.05126908476993415,0.16499331882644466,5,Z-4;Z-5;X-53;X-55;X-57,
187,0.062390095274532986,true,0.037175191896313076,0.11887222632993272,5,Z-4;Z-5;X-53;X-55;X-57,
188,0.12064304966270878,true,0.09292185730464325,0.20889610722458504,5,Z-4;Z-5;X-53;X-55;X-57,
189,0.05256823788539468,true,0.026734931420661884,0.10477231698043254,5,Z-4;Z-5;X-53;X-55;X-57,
190,0.11895961037449893,true,0.10600278931252884,0.19165186837631684,5,Z-4;Z-5;X-53;X-55;X-57,
191,0.13620216794628806,true,0.10909069460173651,0.23494109824028495,5,Z-4;Z-5;X-53;X-55;X-57,
192,0.061690546350893494,true,0.02617392307369657,0.126862249859741,5,Z-4;Z-5;X-53;X-55;X-57,
193,0.03165982479238247,true,0.010002202088838556,0.06894858761465603,5,Z-4;Z-5;X-53;X-55;X-57,
194,0.06530614816145165,true,0.0346918124239755,0.12838357730324945,5,Z-4;Z-5;X-53;X-55;X-57,
195,0.09339953426492997,true,0.05854017239209765,0.17505390931158282,5,Z-4;Z-5;X-53;X-55;X-57,
196,0.124276889582019,true,0.08982975756050501,0.22089792444761827,5,Z-4;Z-5;X-53;X-55;X-57,
197,0.08605707162685367,true,0.07661827314290508,0.13830555889087603,5,Z-4;Z-5;X-53;X-55;X-57,
198,0.13740447977243408,true,0.11368860366595361,0.22958618854320925,5,Z-4;Z-5;X-53;X-55;X-57,
199,0.05643961511017226,true,0.023984155446499726,0.11709811670251258,5,Z-4;Z-5;X-53;X-55;X-57,
200,0.10452134508025404,true,0.07994368944255693,0.18148145807572372,5,Z-4;Z-5;X-53;X-55;X-57,
201,0.09490991550740706,true,0.05974555387777358,0.1776831248933575,5,Z-4;Z-5;X-53;X-55;X-57,
202,0.022876765987344144,true,0.00938273352627826,0.04769704897865465,5,Z-4;Z-5;X-53;X-55;X-57,
203,0.06208140339697418,true,0.031162178599890945,0.12421281170325338,5,Z-4;Z-5;X-53;X-55;X-57,
204,0.12851937035992747,true,0.11098920976469108,0.21050099322333096,5,Z-4;Z-5;X-53;X-55;X-57,
205,0.10124148644354578,true,0.08852318484962879,0.16486706816903543,5,Z-4;Z-5;X-53;X-55;X-57,
206,0.07431450167250214,true,0.040753324105532486,0.145091496617985,5,Z-4;Z-5;X-53;X-55;X-57,
207,0.06027253060787138,true,0.03043863512436559,0.12024048011762796,5,Z-4;Z-5;X-53;X-55;X-57,
208,0.09170374695747124,true,0.05761450861960489,0.171611296835799,5,Z-4;Z-5;X-53;X-55;X-57,
209,0.04642838103341257,true,0.01827445367224529,0.09780423564636054,5,Z-4;Z-5;X-53;X-55;X-57,
210,0.11300417154216047,true,0.08437984983851349,0.19816283526114856,5,Z-4;Z-5;X-53;X-55;X-57,
211,0.08810785361993798,true,0.06567887253051466,0.15477010513632333,5,Z-4;Z-5;X-53;X-55;X-57,
212,0.11904144575511114,true,0.07882639151042323,0.21874969718800885,5,Z-4;Z-5;X-53;X-55;X-57,
213,0.10104412456610734,true,0.06995774086657439,0.1828011215102893,5,Z-4;Z-5;X-53;X-55;X-57,
214,0.11096548774381476,true,0.08303316765236357,0.19466039766850565,5,Z-4;Z-5;X-53;X-55;X-57,
215,0.0788100281751737,true,0.04386927981208842,0.1531042705443454,5,Z-4;Z-5;X-53;X-55;X-57,
216,0.1334411659407847,true,0.1027552325825259,0.23103041742062466,5,Z-4;Z-5;X-53;X-55;X-57,
217,0.07260450842814184,true,0.04274516589069251,0.1388694035955457,5,Z-4;Z-5;X-53;X-55;X-57,
218,0.04409001290773808,true,0.020713004907512267,0.089484893104734,5,Z-4;Z-5;X-53;X-55;X-57,
219,0.10193375882623112,true,0.08079175579883394,0.17431185316725542,5,Z-4;Z-5;X-53;X-55;X-57,
220,0.1322792752661082,true,0.11280121429470241,0.21807378571513836,5,Z-4;Z-5;X-53;X-55;X-57,
221,0.020665027691196144,true,0.009709901010863638,0.041980801193131904,5,Z-4;Z-5;X-53;X-55;X-57,
222,0.11329585996897264,true,0.08557684241432825,0.19782916277838516,5,Z-4;Z-5;X-53;X-55;X-57,
223,0.11212104407345774,true,0.11369568180864896,0.16622268284753514,5,Z-4;Z-5;X-53;X-55;X-57,
224,0.11578229195825296,true,0.08244122520028523,0.20713112584269508,5,Z-4;Z-5;X-53;X-55;X-57,
225,0.10469596659789121,true,0.08301481691204228,0.17909027905046584,5,Z-4;Z-5;X-53;X-55;X-57,
226,0.07410949356687435,true,0.05062156579002559,0.1348562055568546,5,Z-4;Z-5;X-53;X-55;X-57,
227,0.1129557881839366,true,0.08921159976511053,0.19319355882908482,5,Z-4;Z-5;X-53;X-55;X-57,
228,0.10298347639193206,true,0.08221865693553124,0.17521386426018026,5,Z-4;Z-5;X-53;X-55;X-57,
229,0.017401005781848198,true,0.006753596745102974,0.03659569806853346,5,Z-4;Z-5;X-53;X-55;X-57,
230,0.09162675690238684,true,0.05731539155236777,0.17189019984538156,5,Z-4;Z-5;X-53;X-55;X-57,
231,0.09162675690238684,true,0.05731539155236777,0.17189019984538156,5,Z-4;Z-5;X-53;X-55;X-57,
232,0.12460270169614786,true,0.12294078478251752,0.18847860936094554,5,Z-4;Z-5;X-53;X-55;X-57,
233,0.11656580846106801,true,0.0946347678369196,0.19701773196802866,5,Z-4;Z-5;X-53;X-55;X-57,
234,0.09444277604056493,true,0.07565590788976972,0.16074685900582172,5,Z-4;Z-5;X-53;X-55;X-57,
235,0.06941988005211253,true,0.037853907134767835,0.13568856111465707,5,Z-4;Z-5;X-53;X-55;X-57,
236,0.11301003691738293,true,0.08173524600478169,0.2007405113643146,5,Z-4;Z-5;X-53;X-55;X-57,
237,0.11165959035726175,true,0.08314117486682605,0.19634645483519655,5,Z-4;Z-5;X-53;X-55;X-57,
238,0.046909420082338796,true,0.025670064175160438,0.09163073297705089,5,Z-4;Z-5;X-53;X-55;X-57,
239,0.0929033365618617,true,0.06479803699509248,0.16760020531530717,5,Z-4;Z-5;X-53;X-55;X-57,
240,0.10802682724724849,true,0.08512121974749381,0.18489893276766298,5,Z-4;Z-5;X-53;X-55;X-57,
241,0.09457972852734786,true,0.06880347930036491,0.16783627578817137,5,Z-4;Z-5;X-53;X-55;X-57,
242,0.09457972852734786,true,0.06880347930036491,0.16783627578817137,5,Z-4;Z-5;X-53;X-55;X-57,
243,0.12458652545562734,true,0.13347253680634202,0.17744719485503993,5,Z-4;Z-5;X-53;X-55;X-57,
244,0.03545187798270505,true,0.016560756679669476,0.07200528595633468,5,Z-4;Z-5;X-53;X-55;X-57,
245,0.10778467527794149,true,0.09142810704248983,0.1783206977350014,5,Z-4;Z-5;X-53;X-55;X-57,
246,0.11120413979869492,true,0.08334696531185773,0.19469129326876153,5,Z-4;Z-5;X-53;X-55;X-57,
247,0.0761977346120205,true,0.04704081204647456,0.14356988830538334,5,Z-4;Z-5;X-53;X-55;X-57,
